date,killed,injured,victims,state,city,address,incident,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2017-03-27,2,4,6,Florida,Sanford,209 Hays Dr,http://www.gunviolencearchive.org/incident/804115,"28.7912, -81.2819",Congressional District: 7,Assault weapon,AR-15,NA,NA
2017-03-26,2,4,6,Texas,Houston,5619 Aldine Bender Rd,http://www.gunviolencearchive.org/incident/803822,"29.9306, -95.3065",Congressional District: 29,Assault weapon,AR-15,NA,NA
2017-03-26,2,15,17,Ohio,Cincinnati,4601 Kellogg Ave,http://www.gunviolencearchive.org/incident/803054,"39.0943, -84.4286",Congressional District: 2,NA,NA,NA,9mm
2017-03-26,2,2,4,Ohio,Cleveland,E 75th St,http://www.gunviolencearchive.org/incident/803689,"41.4518, -81.6357",Congressional District: 11,NA,NA,NA,NA
2017-03-25,1,3,4,Michigan,Detroit,8443 Grand River Ave,http://www.gunviolencearchive.org/incident/803460,"42.3613, -83.1208",Congressional District: 13,NA,NA,NA,NA
2017-03-25,1,4,5,Tennessee,Knoxville,Minnesota Avenue,http://www.gunviolencearchive.org/incident/802926,"35.9846, -83.9578",Congressional District: 2,NA,NA,NA,NA
2017-03-25,2,2,4,Ohio,Cleveland,E 79th St and Woodland Ave,http://www.gunviolencearchive.org/incident/802837,"41.4882, -81.6334",Congressional District: 11,NA,NA,NA,NA
2017-03-24,1,4,5,California,Fresno,300 block of South Villa Avenue,http://www.gunviolencearchive.org/incident/802425,"36.7408, -119.714",Congressional District: 16,NA,NA,NA,NA
2017-03-24,1,6,7,Missouri,Saint Louis,5100 block of Palm St,http://www.gunviolencearchive.org/incident/802240,"38.6765, -90.2545",Congressional District: 1,Assault weapon,AR-15,NA,NA
2017-03-22,5,0,5,Wisconsin,Rothschild,1133 E Grand Ave,http://www.gunviolencearchive.org/incident/800363,"44.8975, -89.6129",Congressional District: 7,NA,NA,Handgun,NA
2017-03-19,1,5,6,Kentucky,Louisville,1512 Portland Avenue,http://www.gunviolencearchive.org/incident/797553,"38.2627, -85.775",Congressional District: 3,NA,NA,NA,NA
2017-03-18,3,2,5,Michigan,Detroit,16000 block of Rutherford,http://www.gunviolencearchive.org/incident/797125,"42.4086, -83.2044",Congressional District: 13,NA,NA,NA,NA
2017-03-15,3,1,4,Louisiana,Metairie,2508 Pasadena Ave,http://www.gunviolencearchive.org/incident/794468,"29.997, -90.1763",Congressional District: 1,NA,NA,NA,NA
2017-03-10,2,2,4,Illinois,Chicago,123 E 51st St,http://www.gunviolencearchive.org/incident/791298,"41.8019, -87.6225",Congressional District: 7,NA,NA,NA,NA
2017-03-10,3,1,4,Louisiana,New Orleans (Gentilly),4200 block of Touro St,http://www.gunviolencearchive.org/incident/791274,"30.0008, -90.0619",Congressional District: 2,NA,NA,NA,NA
2017-03-07,0,4,4,Illinois,Chicago,West 76th Street and South May streets,http://www.gunviolencearchive.org/incident/789798,"41.756, -87.6527",Congressional District: 1,NA,NA,NA,NA
2017-03-05,0,4,4,Georgia,Columbus,600 block of 32nd Street,http://www.gunviolencearchive.org/incident/789424,"32.4941, -84.9851",Congressional District: 2,NA,NA,NA,NA
2017-03-04,1,4,5,Kansas,Topeka,23rd and Bellview,http://www.gunviolencearchive.org/incident/787875,"39.0261, -95.645",Congressional District: 2,NA,NA,NA,NA
2017-03-04,0,4,4,California,Sacramento,2500 block of 33rd St,http://www.gunviolencearchive.org/incident/787801,"38.5554, -121.47",Congressional District: 6,NA,NA,NA,NA
2017-03-03,0,4,4,Pennsylvania,Philadelphia,7165 Germantown Ave,http://www.gunviolencearchive.org/incident/786876,"40.0604, -75.1899",Congressional District: 2,NA,NA,Handgun,NA
2017-03-03,0,5,5,California,Riverside,8300 block of Trey Ave,http://www.gunviolencearchive.org/incident/787435,"33.9406, -117.463",Congressional District: 41,NA,NA,NA,NA
2017-02-28,0,6,6,Ohio,Cincinnati,1700 of Casey Drive,http://www.gunviolencearchive.org/incident/785262,"39.1778, -84.5462",Congressional District: 1,NA,NA,NA,NA
2017-02-27,0,4,4,Virginia,Newport News,11810 Fountain Way,http://www.gunviolencearchive.org/incident/783963,"37.0849, -76.4701",Congressional District: 2,NA,NA,NA,NA
2017-02-26,1,4,5,Indiana,Gary,1700 block of Grant St,http://www.gunviolencearchive.org/incident/783623,"41.5858, -87.3567",Congressional District: 1,NA,NA,NA,NA
2017-02-25,2,3,5,Ohio,Warren,1564 Niles Cortland Rd SE,http://www.gunviolencearchive.org/incident/783102,"41.2206, -80.7405",Congressional District: 13,NA,NA,NA,9mm
2017-02-25,1,4,5,Florida,Jacksonville,3604 Moncrief Rd,http://www.gunviolencearchive.org/incident/783090,"30.3603, -81.6765",Congressional District: 5,NA,NA,NA,NA
2017-02-22,0,4,4,New York,Rochester,191 Genesee St,http://www.gunviolencearchive.org/incident/780792,"43.1463, -77.6361",Congressional District: 25,NA,NA,NA,NA
2017-02-21,0,4,4,Ohio,Cleveland,16700 Lorain Ave,http://www.gunviolencearchive.org/incident/780036,"41.451, -81.814",Congressional District: 9,NA,NA,NA,NA
2017-02-21,4,0,4,Mississippi,Toomsuba,Butts Road,http://www.gunviolencearchive.org/incident/779582,"32.434, -88.4973",Congressional District: 3,NA,NA,NA,NA
2017-02-20,0,5,5,Ohio,Cleveland,1082 East 105th Street,http://www.gunviolencearchive.org/incident/778941,"41.5275, -81.6156",Congressional District: 11,NA,NA,NA,NA
2017-02-19,1,3,4,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,http://www.gunviolencearchive.org/incident/778182,"36.8564, -76.2791",Congressional District: 3,NA,NA,NA,NA
2017-02-18,0,4,4,Pennsylvania,Philadelphia,1 block of N Conestoga,http://www.gunviolencearchive.org/incident/777876,"39.9725, -75.23",Congressional District: 2,NA,NA,NA,NA
2017-02-18,1,3,4,Indiana,South Bend,1000 block of Yukon St,http://www.gunviolencearchive.org/incident/777410,"41.6915, -86.2635",Congressional District: 2,NA,NA,NA,NA
2017-02-15,0,4,4,California,Salinas,30 Soledad Street,http://www.gunviolencearchive.org/incident/775903,"36.6791, -121.653",Congressional District: 20,NA,NA,handgun,NA
2017-02-15,3,2,5,Illinois,Chicago,3949 South Albany Avenue,http://www.gunviolencearchive.org/incident/775531,"41.8213, -87.7019",Congressional District: 4,NA,NA,NA,9mm
2017-02-12,1,6,7,Missouri,Caruthersville,908 Truman Blvd,http://www.gunviolencearchive.org/incident/773002,"36.1927, -89.6665",Congressional District: 8,NA,NA,NA,NA
2017-02-12,1,3,4,New York,Newburgh,253 South William Street,http://www.gunviolencearchive.org/incident/773162,"41.4964, -74.0191",Congressional District: 18,NA,NA,NA,NA
2017-02-12,0,5,5,Florida,Greenville,Church Ave and Obadiah St,http://www.gunviolencearchive.org/incident/773908,"30.4617, -83.633",Congressional District: 2,NA,NA,NA,NA
2017-02-11,0,4,4,Tennessee,Savannah,Clifton Road and Midway Drive,http://www.gunviolencearchive.org/incident/772989,"35.2353, -88.2328",Congressional District: 7,NA,NA,NA,NA
2017-02-11,1,3,4,Illinois,Chicago,100 block of North Mayfield,http://www.gunviolencearchive.org/incident/772753,"41.8821, -87.7718",Congressional District: 7,NA,NA,NA,NA
2017-02-10,1,5,6,Louisiana,New Orleans,2nd St and Dryades St,http://www.gunviolencearchive.org/incident/772067,"29.9349, -90.0854",Congressional District: 2,NA,NA,NA,NA
2017-02-09,4,0,4,Mississippi,Jackson,3150 Robinson Road,http://www.gunviolencearchive.org/incident/771826,"32.3065, -90.239",Congressional District: 2,NA,NA,NA,NA
2017-02-08,1,4,5,Ohio,Cleveland,16379 Euclid Ave,http://www.gunviolencearchive.org/incident/769889,"41.5463, -81.5663",Congressional District: 11,NA,NA,NA,NA
2017-02-07,0,4,4,South Carolina,Columbia,5500 block of Fairfield Road,http://www.gunviolencearchive.org/incident/769511,"34.0593, -81.0257",Congressional District: 6,NA,NA,NA,NA
2017-02-07,1,4,5,Arkansas,Little Rock,25 Par Drive,http://www.gunviolencearchive.org/incident/769859,"34.6721, -92.4265",Congressional District: 2,NA,NA,NA,NA
2017-02-06,4,0,4,Mississippi,Yazoo City,11th Street,http://www.gunviolencearchive.org/incident/768243,"32.8634, -90.4092",Congressional District: 2,NA,NA,NA,NA
2017-01-31,0,4,4,Tennessee,Memphis,1576 S White Station Rd,http://www.gunviolencearchive.org/incident/765559,"35.0888, -89.892",Congressional District: 9,NA,NA,NA,NA
2017-01-31,0,4,4,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave,http://www.gunviolencearchive.org/incident/765153,"38.8459, -76.9965",Congressional District: 1,NA,NA,NA,NA
2017-01-30,0,4,4,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,http://www.gunviolencearchive.org/incident/764020,"45.0516, -93.3536",Congressional District: 5,NA,NA,NA,NA
2017-01-29,1,4,5,Louisiana,Shreveport,6363 Hearne Ave,http://www.gunviolencearchive.org/incident/763313,"32.4491, -93.7815",Congressional District: 4,NA,NA,NA,NA
2017-01-27,4,0,4,Washington,Bremerton,Tenino Dr W,http://www.gunviolencearchive.org/incident/1025158,"47.5625, -122.828",Congressional District: 6,NA,NA,NA,NA
2017-01-27,0,10,10,Tennessee,Brownsville,221 Morgan St,http://www.gunviolencearchive.org/incident/761973,"35.6059, -89.2319",Congressional District: 8,NA,NA,NA,NA
2017-01-26,2,3,5,Georgia,Albany,1510 Maryland Drive,http://www.gunviolencearchive.org/incident/760482,"31.5858, -84.1828",Congressional District: 2,NA,NA,NA,NA
2017-01-25,0,6,6,Illinois,Chicago,500 block of E 75th St,http://www.gunviolencearchive.org/incident/760259,"41.7587, -87.6123",Congressional District: 1,NA,NA,NA,NA
2017-01-22,3,2,5,Texas,Manvel,200 block of Oak Shore Dr,http://www.gunviolencearchive.org/incident/757158,"29.5144, -95.3748",Congressional District: 22,NA,NA,NA,NA
2017-01-22,0,4,4,Illinois,Chicago (Englewood),1800 block of W 63rd,http://www.gunviolencearchive.org/incident/757032,"41.7796, -87.6693",Congressional District: 7,NA,NA,NA,NA
2017-01-22,3,1,4,Georgia,Atlanta,2841 Greenbriar Pkwy SW,http://www.gunviolencearchive.org/incident/757001,"33.6882, -84.4916",Congressional District: 5,NA,NA,NA,NA
2017-01-21,0,6,6,Georgia,Jonesboro,6510 Tara Blvd,http://www.gunviolencearchive.org/incident/756801,"33.5741, -84.3716",Congressional District: 13,NA,NA,NA,NA
2017-01-21,0,5,5,Florida,Boynton Beach,500 NE 2nd St,http://www.gunviolencearchive.org/incident/756526,"26.5308, -80.0617",Congressional District: 20,NA,NA,NA,NA
2017-01-21,2,2,4,Tennessee,Memphis,500 block of Delta Road,http://www.gunviolencearchive.org/incident/756504,"35.0181, -90.0785",Congressional District: 9,Assault weapon,AR-15,NA,NA
2017-01-20,1,4,5,Mississippi,Como,Smart Road,http://www.gunviolencearchive.org/incident/757955,"34.5333, -89.7742",Congressional District: 2,Assault weapon,AR-15,NA,9mm
2017-01-20,0,4,4,California,Fresno,4700 block of E Montecito Ave,http://www.gunviolencearchive.org/incident/756015,"36.7341, -119.741",Congressional District: 16,NA,NA,NA,NA
2017-01-16,0,4,4,Texas,Houston,8535 Martin Luther King Boulevard,http://www.gunviolencearchive.org/incident/752756,"29.6595, -95.3364",Congressional District: 9,NA,NA,NA,NA
2017-01-16,0,8,8,Florida,Miami,6011 NW 32nd Ave,http://www.gunviolencearchive.org/incident/752222,"25.8297, -80.2489",Congressional District: 24,NA,NA,NA,9mm
2017-01-15,3,1,4,Colorado,Capulin,County Road Y,http://www.gunviolencearchive.org/incident/752249,"37.2836, -106.111",Congressional District: 3,NA,NA,NA,NA
2017-01-15,1,4,5,Mississippi,Magnolia,6000 block of Church Road,http://www.gunviolencearchive.org/incident/751367,"31.1285, -90.534",Congressional District: 3,NA,NA,NA,NA
2017-01-12,3,2,5,Missouri,Kansas City,8607 E 61st Terrace,http://www.gunviolencearchive.org/incident/749361,"39.0128, -94.4875",Congressional District: 5,NA,NA,NA,NA
2017-01-12,2,2,4,California,Salinas,500 block of Sunrise St,http://www.gunviolencearchive.org/incident/749769,"36.6852, -121.614",Congressional District: 20,NA,NA,NA,NA
2017-01-11,1,3,4,New Jersey,Newark,Hawkins Street and Christie Street,http://www.gunviolencearchive.org/incident/748152,"40.7279, -74.1388",Congressional District: 8,NA,NA,NA,NA
2017-01-11,1,3,4,Illinois,Chicago,4200 block of S Talman,http://www.gunviolencearchive.org/incident/748348,"41.8173, -87.6911",Congressional District: 4,Assault weapon,AR-15,NA,NA
2017-01-07,1,3,4,Michigan,Flint,2500 block of Churchill Ave,http://www.gunviolencearchive.org/incident/745236,"43.0341, -83.6588",Congressional District: 5,NA,NA,NA,NA
2017-01-06,2,2,4,California,Pasadena,100 block of W Claremont St,http://www.gunviolencearchive.org/incident/744799,"34.1667, -118.153",Congressional District: 27,NA,NA,NA,NA
2017-01-06,5,6,11,Florida,Fort Lauderdale,100 Terminal Dr,http://www.gunviolencearchive.org/incident/743995,"26.0698, -80.1367",Congressional District: 23,NA,NA,handgun,9mm
2017-01-04,3,1,4,California,Fontana,14520 Village Drive,http://www.gunviolencearchive.org/incident/742542,"34.0442, -117.485",Congressional District: 35,NA,NA,NA,NA
2017-01-03,0,4,4,Texas,Allen,500 block of Hawthorne Drive,http://www.gunviolencearchive.org/incident/742001,"33.0843, -96.6665",Congressional District: 3,NA,NA,NA,NA
2017-01-01,0,5,5,Mississippi,Winstonville,114 North Greyer Street,http://www.gunviolencearchive.org/incident/743282,"33.914, -90.7515",Congressional District: 2,NA,NA,NA,NA
2017-01-01,1,3,4,Texas,Dallas,9220 Skillman Street,http://www.gunviolencearchive.org/incident/739451,"32.9027, -96.7145",Congressional District: 5,NA,NA,NA,NA
2017-01-01,0,7,7,Florida,Miami,8000 block of NW 14th Ave,http://www.gunviolencearchive.org/incident/739766,"25.8688, -80.2221",Congressional District: 24,NA,NA,NA,NA
2018-03-11,0,5,5,Michigan,Saginaw,Cumberland Ave and Hess St,http://www.gunviolencearchive.org/incident/1067296,"43.4003, -83.9092",Congressional District: 5,NA,NA,NA,NA
2018-03-11,1,3,4,Illinois,Champaign,700 block of N Hickory St,http://www.gunviolencearchive.org/incident/1067264,"40.1175, -88.1974",Congressional District: 13,NA,NA,NA,NA
2018-03-09,3,1,4,North Carolina,Wadesboro,1300 E Caswell St,http://www.gunviolencearchive.org/incident/1066594,"34.9627, -80.0531",Congressional District: 9,NA,NA,NA,NA
2018-03-09,0,6,6,Indiana,South Bend,800 block of E Dayton St,http://www.gunviolencearchive.org/incident/1067061,"41.656, -86.2393",Congressional District: 2,NA,NA,NA,NA
2018-03-07,2,2,4,Alabama,Hurtsboro,531 Main Street,http://www.gunviolencearchive.org/incident/1064514,"32.2405, -85.4148",Congressional District: 3,NA,NA,NA,NA
2018-03-04,1,4,5,Illinois,Rockford,400 Howard Ave,http://www.gunviolencearchive.org/incident/1062466,"42.2734, -89.1227",Congressional District: 17,NA,NA,NA,NA
2018-03-03,0,4,4,Florida,Miami,1300 Block of NW 62nd Ln,http://www.gunviolencearchive.org/incident/1062123,"25.8325, -80.2187",Congressional District: 24,NA,NA,NA,NA
2018-03-03,1,3,4,New York,Brooklyn,Kings Highway and Utica Avenue,http://www.gunviolencearchive.org/incident/1061748,"40.6362, -73.9267",Congressional District: 9,NA,NA,NA,NA
2018-02-27,0,4,4,Connecticut,Bridgeport,1306 Stratford Ave,http://www.gunviolencearchive.org/incident/1059559,"41.1785, -73.1649",Congressional District: 4,NA,NA,NA,NA
2018-02-26,5,0,5,Michigan,Detroit,22000 block of Fenkell Ave,http://www.gunviolencearchive.org/incident/1057518,"42.4005, -83.2571",Congressional District: 13,NA,NA,NA,NA
2018-02-23,1,3,4,Florida,Palm Beach Gardens (Riviera Beach),W 23rd St,http://www.gunviolencearchive.org/incident/1056240,NA,NA,NA,NA,NA,NA
2018-02-18,0,5,5,Texas,San Antonio,2893 Cinema Ridge,http://www.gunviolencearchive.org/incident/1052372,"29.4631, -98.6195",Congressional District: 20,NA,NA,handgun,NA
2018-02-17,1,7,8,Kansas,Kansas City,1615 Minnesota,http://www.gunviolencearchive.org/incident/1052035,"39.1152, -94.6477",Congressional District: 3,NA,NA,NA,NA
2018-02-17,0,5,5,Tennessee,Memphis,3188 N Watkins Ave,http://www.gunviolencearchive.org/incident/1051407,"35.2121, -90.0033",Congressional District: 9,NA,NA,NA,NA
2018-02-16,1,3,4,Oklahoma,Oklahoma City,S Pennsylvania Ave and SW 15th St,http://www.gunviolencearchive.org/incident/1051291,"35.4497, -97.548",Congressional District: 5,NA,NA,NA,NA
2018-02-14,17,17,34,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,http://www.gunviolencearchive.org/incident/1049217,"26.3045, -80.2694",Congressional District: 22,Assault weapon,AR-15,handgun,9mm
2018-02-13,2,3,5,Louisiana,New Orleans,5400 block of Andry Street,http://www.gunviolencearchive.org/incident/1049024,"29.9665, -90.0169",Congressional District: 2,NA,NA,NA,NA
2018-02-11,4,3,7,Michigan,Detroit,19432 Lamont Street,http://www.gunviolencearchive.org/incident/1047761,"42.4216, -83.0539",Congressional District: 14,NA,NA,NA,NA
2018-02-10,5,0,5,Kentucky,Paintsville,413 Mill Street,http://www.gunviolencearchive.org/incident/1046961,"37.8982, -82.886",Congressional District: 5,NA,NA,NA,NA
2018-02-07,3,3,6,Florida,Lake Worth (Lantana),I-95 and Lantana Ave,http://www.gunviolencearchive.org/incident/1044234,"26.5912, -80.1975",NA,NA,NA,NA,NA
2018-02-05,2,4,6,Colorado,Colorado Springs,4225 Galley Rd,http://www.gunviolencearchive.org/incident/1043447,"38.847, -104.75",Congressional District: 5,NA,NA,Handgun,NA
2018-02-03,1,5,6,Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,http://www.gunviolencearchive.org/incident/1042280,"41.4338, -81.6056",Congressional District: 11,NA,NA,NA,NA
2018-01-31,0,4,4,Missouri,Saint Louis,Goodfellow Blvd and Dr Martin Luther King Dr,http://www.gunviolencearchive.org/incident/1040815,"38.6721, -90.2794",Congressional District: 1,NA,NA,NA,NA
2018-01-28,5,0,5,Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,http://www.gunviolencearchive.org/incident/1037529,"40.0521, -79.3889",Congressional District: 9,Assault weapon,AR-15,NA,9mm
2018-01-28,4,0,4,Pennsylvania,Reading,123 S 3rd St,http://www.gunviolencearchive.org/incident/1038429,"40.3331, -75.9318",Congressional District: 16,NA,NA,NA,NA
2018-01-28,2,3,5,Indiana,Indianapolis,1313 N Sherman Dr,http://www.gunviolencearchive.org/incident/1037515,"39.7846, -86.1021",Congressional District: 7,NA,NA,NA,NA
2018-01-27,0,5,5,California,Los Angeles,243 East 119th St,http://www.gunviolencearchive.org/incident/1037541,"33.9247, -118.272",Congressional District: 44,NA,NA,NA,NA
2018-01-27,0,4,4,Kentucky,Bowling Green,645 Pearl Street,http://www.gunviolencearchive.org/incident/1037438,"37.0098, -86.4499",Congressional District: 2,NA,NA,NA,NA
2018-01-25,0,4,4,District of Columbia,Washington,1600 block of Kenilworth Ave NE,http://www.gunviolencearchive.org/incident/1035803,"38.9113, -76.9353",NA,NA,NA,NA,NA
2018-01-23,0,4,4,Pennsylvania,Philadelphia,N 24th St and Ridge Ave,http://www.gunviolencearchive.org/incident/1034205,"39.9817, -75.1739",NA,NA,NA,NA,NA
2018-01-23,2,14,16,Kentucky,Benton,416 High School Road,http://www.gunviolencearchive.org/incident/1033262,"36.9152, -88.3367",Congressional District: 1,NA,NA,Handgun,NA
2018-01-21,0,4,4,Florida,Orlando,3101 Willow Bend Blvd,http://www.gunviolencearchive.org/incident/1032393,"28.5823, -81.4442",Congressional District: 10,NA,NA,NA,NA
2018-01-21,0,4,4,Illinois,Chicago,3200 W Division St,http://www.gunviolencearchive.org/incident/1031851,"41.9028, -87.7069",Congressional District: 4,NA,NA,NA,NA
2018-01-17,1,3,4,District of Columbia,Washington,2000 block of 16th St SE,http://www.gunviolencearchive.org/incident/1029095,"38.8653, -76.9822",NA,NA,NA,NA,NA
