date,state,city,address,killed,injured,incident,gun
"March 10, 2018",Georgia,Athens,Coleridge Ct,0,0,http://www.gunviolencearchive.org/incident/1067667,
"March 10, 2018",Georgia,Athens,Johnson Dr and Indiana Ave,0,0,http://www.gunviolencearchive.org/incident/1067666,
"March 10, 2018",District of Columbia,Washington,2300 block of Park Pl SE,0,0,http://www.gunviolencearchive.org/incident/1066558,Unknown
"March 10, 2018",Illinois,Chicago,3200 block of W Fulton Blvd,0,1,http://www.gunviolencearchive.org/incident/1066579,Unknown
"March 10, 2018",Michigan,Detroit,9300 BLOCK OF HEYDEN ST,0,0,http://www.gunviolencearchive.org/incident/1067471,
"March 10, 2018",Indiana,Indianapolis,8100 Jordan Ln,0,1,http://www.gunviolencearchive.org/incident/1066975,Unknown
"March 10, 2018",Arizona,Mesa,E 2nd St and N Hobson St,0,1,http://www.gunviolencearchive.org/incident/1066556,Unknown
"March 10, 2018",South Carolina,Easley,200 block of Courtney Dr,1,0,http://www.gunviolencearchive.org/incident/1067630,Unknown
"March 10, 2018",California,North Hollywood (Valley Glen),6700 block of N Greenbush Ave,2,0,http://www.gunviolencearchive.org/incident/1067138,Unknown
"March 10, 2018",Nevada,Carson City,US-50 and Flint Rd,1,0,http://www.gunviolencearchive.org/incident/1066546,Unknown
"March 10, 2018",California,Concord,1500 block of Allegro Ave,0,1,http://www.gunviolencearchive.org/incident/1067129,Unknown
"March 10, 2018",California,Fontana,7400 block of Cypress Ave,1,0,http://www.gunviolencearchive.org/incident/1067607,Unknown
"March 10, 2018",Wisconsin,Milwaukee,4500 block of N 38th St,1,0,http://www.gunviolencearchive.org/incident/1066577,Unknown
"March 10, 2018",Ohio,Madisonville,5800 block of Adelphi Street,2,0,http://www.gunviolencearchive.org/incident/1067099,Unknown
"March 10, 2018",Michigan,Mancelona,Mancelona E Jordan Rd and Green River Rd,0,2,http://www.gunviolencearchive.org/incident/1067053,"
The source screenshot will be available soon. Unknown"
"March 10, 2018",Pennsylvania,Lewisburg,1311 Buffalo Rd,0,1,http://www.gunviolencearchive.org/incident/1067543,Unknown
"March 10, 2018",Georgia,Centerville,Elberta Rd,0,0,http://www.gunviolencearchive.org/incident/1066524,Unknown
"March 10, 2018",Wisconsin,Milwaukee,524 S Layton Blvd,0,1,http://www.gunviolencearchive.org/incident/1067030,Unknown
"March 10, 2018",West Virginia,Charleston,300 block of Berkeley St,1,0,http://www.gunviolencearchive.org/incident/1067020,Unknown
"March 10, 2018",Pennsylvania,Philadelphia,200 block of E Sharpnack St,0,1,http://www.gunviolencearchive.org/incident/1067518,Unknown
"March 10, 2018",Georgia,Lithonia,2000 block of Evans Mill Rd,0,1,http://www.gunviolencearchive.org/incident/1066522,Unknown
"March 10, 2018",Michigan,Saginaw,3145 Russell St,0,1,http://www.gunviolencearchive.org/incident/1066520,"
The source screenshot will be available soon. Unknown"
"March 10, 2018",Wisconsin,Milwaukee,S LAYTON BL AND W LAPHAM ST,0,0,http://www.gunviolencearchive.org/incident/1066519,
"March 10, 2018",Michigan,Lansing,4405 S Martin Luther King Jr Blvd,0,2,http://www.gunviolencearchive.org/incident/1066821,Unknown
"March 10, 2018",Illinois,Chicago,2200 block of W 21st St,0,0,http://www.gunviolencearchive.org/incident/1066502,Unknown
"March 10, 2018",Illinois,Chicago,6600 block of S Evans Ave,0,1,http://www.gunviolencearchive.org/incident/1066500,Unknown
"March 10, 2018",Michigan,Detroit,2700 BLOCK OF W GRAND BLVD,0,0,http://www.gunviolencearchive.org/incident/1067482,
"March 10, 2018",Michigan,Detroit,5900 BLOCK OF GRAYTON ST,0,0,http://www.gunviolencearchive.org/incident/1067481,
"March 10, 2018",Michigan,Detroit,W VERNOR HWY AND JUNCTION ST,0,0,http://www.gunviolencearchive.org/incident/1067480,
"March 10, 2018",Wisconsin,Madison,1306 Williamson St,0,0,http://www.gunviolencearchive.org/incident/1066499,
"March 10, 2018",Michigan,Detroit,5900 BLOCK OF MARTIN ST,0,0,http://www.gunviolencearchive.org/incident/1067473,
"March 10, 2018",Michigan,Detroit,17600 BLOCK OF SUNDERLAND RD,0,0,http://www.gunviolencearchive.org/incident/1067472,
"March 10, 2018",Pennsylvania,Carlisle,500 block of S Pitt St,0,1,http://www.gunviolencearchive.org/incident/1068374,Handgun
"March 10, 2018",Michigan,Detroit,17600 BLOCK OF SUNDERLAND RD,0,0,http://www.gunviolencearchive.org/incident/1067472,
"March 10, 2018",Pennsylvania,Carlisle,500 block of S Pitt St,0,1,http://www.gunviolencearchive.org/incident/1068374,Handgun
"March 10, 2018",Michigan,Detroit,2600 BLOCK OF W PHILADELPHIA ST,0,0,http://www.gunviolencearchive.org/incident/1067470,
"March 10, 2018",Michigan,Detroit,CHAPEL ST AND PEMBROKE AVE,0,0,http://www.gunviolencearchive.org/incident/1067469,
"March 10, 2018",Michigan,Detroit,9300 BLOCK OF LIVERNOIS AVE,0,0,http://www.gunviolencearchive.org/incident/1067468,
"March 10, 2018",Kentucky,Louisville,3300 block of Renwood Blvd,1,0,http://www.gunviolencearchive.org/incident/1066490,Unknown
"March 10, 2018",Michigan,Detroit,W MCNICHOLS RD AND LAHSER RD,0,0,http://www.gunviolencearchive.org/incident/1067467,
"March 10, 2018",Michigan,Detroit,19400 BLOCK OF HUNTINGTON RD,0,0,http://www.gunviolencearchive.org/incident/1067466,
"March 10, 2018",Michigan,Detroit,16800 BLOCK OF ROCKDALE ST,0,0,http://www.gunviolencearchive.org/incident/1067465,
"March 10, 2018",Michigan,Detroit,CHEYENNE ST AND GRAND RIVER AVE,0,0,http://www.gunviolencearchive.org/incident/1067464,
"March 10, 2018",Michigan,Detroit,20500 BLOCK OF ROSEMONT AVE,0,0,http://www.gunviolencearchive.org/incident/1067463,
"March 10, 2018",Michigan,Detroit,9300 BLOCK OF DORCHESTER ST,0,0,http://www.gunviolencearchive.org/incident/1067462,
"March 10, 2018",Maryland,Baltimore,900 block of W 36th St,0,0,http://www.gunviolencearchive.org/incident/1067449,9mm
"March 10, 2018",Pennsylvania,Morrisville,600 block of Doloro Dr,0,0,http://www.gunviolencearchive.org/incident/1068358,Unknown
"March 10, 2018",Michigan,Detroit,10400 block of Balfour Rd,0,1,http://www.gunviolencearchive.org/incident/1067007,Unknown
"March 10, 2018",Michigan,Flint,3600 block of Esther St,0,3,http://www.gunviolencearchive.org/incident/1066994,Unknown
"March 10, 2018",Georgia,Columbus,Enoch Dr,0,0,http://www.gunviolencearchive.org/incident/1067000,Unknown
"March 10, 2018",Michigan,Grand Rapids,3524 28th St SE,0,1,http://www.gunviolencearchive.org/incident/1066998,Unknown
"March 10, 2018",Tennessee,Chattanooga,N/A,0,1,http://www.gunviolencearchive.org/incident/1066968,Unknown
"March 10, 2018",Tennessee,Chattanooga,Rosemont Dr,0,0,http://www.gunviolencearchive.org/incident/1066967,
"March 10, 2018",Florida,Jacksonville,100 W Adams St,0,1,http://www.gunviolencearchive.org/incident/1066963,Unknown
"March 10, 2018",Florida,Pensacola,3700 block of Frontera Cir,0,1,http://www.gunviolencearchive.org/incident/1066956,Unknown
"March 10, 2018",Minnesota,Minneapolis (Blaine),800 block of 97th Ave,0,0,http://www.gunviolencearchive.org/incident/1066431,
"March 10, 2018",Minnesota,Minneapolis (Fridley),5200 block of 3rd St,0,0,http://www.gunviolencearchive.org/incident/1066430,
"March 10, 2018",Minnesota,Minneapolis,2600 block of Irving Ave N,0,0,http://www.gunviolencearchive.org/incident/1066429,
"March 10, 2018",Florida,West Palm Beach,Brandywine Rd,1,1,http://www.gunviolencearchive.org/incident/1066950,Unknown
"March 10, 2018",Illinois,Chicago,3000 block of S Halsted St,0,1,http://www.gunviolencearchive.org/incident/1066948,Unknown
"March 10, 2018",New York,Buffalo,Tioga St,0,0,http://www.gunviolencearchive.org/incident/1067405,9mm
"March 10, 2018",Illinois,Freeport,S Galena Ave and S Float Ave,0,1,http://www.gunviolencearchive.org/incident/1067402,Unknown
"March 10, 2018",Florida,Hudson,US-19,0,0,http://www.gunviolencearchive.org/incident/1068161,Unknown
"March 10, 2018",Massachusetts,Boston,500 River St,0,0,http://www.gunviolencearchive.org/incident/1066938,Unknown
"March 10, 2018",Oregon,Portland,SE 117th Ave and Alder St,0,0,http://www.gunviolencearchive.org/incident/1066927,Unknown
"March 10, 2018",Maine,Falmouth,Muirfield Rd,0,0,http://www.gunviolencearchive.org/incident/1067394,Handgun
"March 10, 2018",Connecticut,Bridgeport,Putnam St and E Main St,0,1,http://www.gunviolencearchive.org/incident/1066941,Unknown
"March 10, 2018",District of Columbia,Washington,2100 block of Savannah Terrace SE,1,0,http://www.gunviolencearchive.org/incident/1066902,Unknown
"March 10, 2018",Mississippi,Meridian,Russell Drive,0,1,http://www.gunviolencearchive.org/incident/1067379,Unknown
"March 10, 2018",Arkansas,Little Rock,Stanley Drive,0,1,http://www.gunviolencearchive.org/incident/1067375,Unknown
"March 10, 2018",North Carolina,Carrboro,300 W Main St,0,1,http://www.gunviolencearchive.org/incident/1066892,Unknown
"March 10, 2018",New York,Buffalo,Massachusetts Ave and Niagara St,0,0,http://www.gunviolencearchive.org/incident/1068142,Unknown
"March 10, 2018",California,Ventura,900 block of Sharon Ln,0,0,http://www.gunviolencearchive.org/incident/1066879,Unknown
"March 10, 2018",Illinois,Peoria,2200 W War Memorial Dr,0,0,http://www.gunviolencearchive.org/incident/1067356,Unknown
"March 9, 2018",Wisconsin,Milwaukee (West Allis),911 S 108th St,0,1,http://www.gunviolencearchive.org/incident/1066868,Unknown
"March 9, 2018",Texas,Austin,E Riverside Dr and Willow Creek Dr,0,1,http://www.gunviolencearchive.org/incident/1066342,Unknown
"March 9, 2018",Texas,Pearland,3775 Main St,0,0,http://www.gunviolencearchive.org/incident/1066339,Unknown
"March 9, 2018",Connecticut,Bridgeport,Stratford Ave and Hollister Ave,0,0,http://www.gunviolencearchive.org/incident/1067350,
"March 9, 2018",New Mexico,Albuquerque,2300 Arenal Rd SW,0,0,http://www.gunviolencearchive.org/incident/1066336,Unknown
"March 9, 2018",Arizona,Phoenix,5900 block of W Mulberry Dr,1,0,http://www.gunviolencearchive.org/incident/1066334,Handgun
"March 9, 2018",North Carolina,Concord,5140 NW Cabarrus Dr,0,0,http://www.gunviolencearchive.org/incident/1066569,Unknown
"March 9, 2018",Missouri,Saint Louis,900 block of Pendleton Ave,2,0,http://www.gunviolencearchive.org/incident/1066374,Unknown
"March 9, 2018",Ohio,Cincinnati,Craft St and Winneste Ave,0,1,http://www.gunviolencearchive.org/incident/1066329,Unknown
"March 9, 2018",California,Yountville,260 California Dr,4,0,http://www.gunviolencearchive.org/incident/1065908,Rifle
"March 9, 2018",New York,Bronx,E 169th St and Boston Rd,0,1,http://www.gunviolencearchive.org/incident/1067244,Handgun
"March 9, 2018",Indiana,Evansville,2530 US-41,0,0,http://www.gunviolencearchive.org/incident/1066215,Unknown
"March 9, 2018",Alabama,Theodore,5954 Sperry Rd,0,1,http://www.gunviolencearchive.org/incident/1066772,Unknown
"March 9, 2018",California,Pomona,1400 block of S Palomares St,1,1,http://www.gunviolencearchive.org/incident/1066395,Unknown
"March 9, 2018",Delaware,Wilmington,4001 Lancaster Pike,0,0,http://www.gunviolencearchive.org/incident/1066764,Handgun
"March 9, 2018",California,Lake Isabella,Scovern Ave and Steensen St,0,1,http://www.gunviolencearchive.org/incident/1066753,Unknown
"March 9, 2018",New York,Patchogue,Maple Ave,0,1,http://www.gunviolencearchive.org/incident/1066751,Unknown
"March 9, 2018",California,La Puente,1849 N Hacienda Blvd,0,0,http://www.gunviolencearchive.org/incident/1066748,Unknown
"March 9, 2018",New Jersey,Newark,Augusta Dr and Malvern Rd,1,0,http://www.gunviolencearchive.org/incident/1067860,Unknown
"March 9, 2018",California,Palmdale,38000 block of 15th St,0,0,http://www.gunviolencearchive.org/incident/1067202,Unknown
"March 9, 2018",Tennessee,Memphis,Joslyn St and Craigmont Dr,0,1,http://www.gunviolencearchive.org/incident/1066162,Unknown
"March 9, 2018",New York,Ithaca,400 block of Lake Ave,0,1,http://www.gunviolencearchive.org/incident/1066158,Unknown
"March 9, 2018",Alabama,Mobile (Prichard),N/A,0,0,http://www.gunviolencearchive.org/incident/1067178,
"March 9, 2018",Pennsylvania,Harrisburg,18th St and Brookwood St,0,0,http://www.gunviolencearchive.org/incident/1067831,Handgun
"March 9, 2018",Wisconsin,Franksville,3500 block of Co Hwy H,0,0,http://www.gunviolencearchive.org/incident/1066108,Unknown
"March 9, 2018",Wisconsin,Milwaukee,W Concordia Ave and N 27th St,0,1,http://www.gunviolencearchive.org/incident/1066104,Unknown
"March 9, 2018",California,Livermore,1500 block of College Ave,0,0,http://www.gunviolencearchive.org/incident/1066701,Unknown
"March 9, 2018",California,San Diego,1000 block of S 45th St,0,2,http://www.gunviolencearchive.org/incident/1067168,Unknown
"March 9, 2018",California,San Diego,800 block of S 29th St,0,1,http://www.gunviolencearchive.org/incident/1067164,Unknown
"March 9, 2018",New Mexico,Albuquerque,900 block of Tramway NE,1,0,http://www.gunviolencearchive.org/incident/1065970,Unknown
"March 9, 2018",Georgia,Decatur,Sapphire Ct,1,0,http://www.gunviolencearchive.org/incident/1066044,Unknown
"March 9, 2018",Illinois,Chicago,7200 block of S Merrill Ave,0,1,http://www.gunviolencearchive.org/incident/1066034,Unknown
"March 9, 2018",Missouri,Kansas City,6024 S Benton Ave,1,0,http://www.gunviolencearchive.org/incident/1066354,Handgun
"March 9, 2018",Missouri,Saint Louis,1200 block of Hogan St,0,1,http://www.gunviolencearchive.org/incident/1066675,Unknown
"March 9, 2018",Alabama,Auburn,1627 Opelika Rd,0,2,http://www.gunviolencearchive.org/incident/1066350,Unknown
"March 9, 2018",Colorado,Colorado Springs,S Murray Blvd and E Fountain Blvd,0,2,http://www.gunviolencearchive.org/incident/1066646,Unknown
"March 9, 2018",Indiana,South Bend,800 block of E Dayton St,0,6,http://www.gunviolencearchive.org/incident/1067061,Unknown
"March 9, 2018",Illinois,Springfield,2900 S Grand Ave E,1,0,http://www.gunviolencearchive.org/incident/1066238,Unknown
"March 9, 2018",North Carolina,Wilson,1801 Tarboro St W,0,0,http://www.gunviolencearchive.org/incident/1066619,223 Rem [AR-15]
"March 9, 2018",Illinois,Chicago,7200 block of S East End Ave,0,1,http://www.gunviolencearchive.org/incident/1065890,Unknown
"March 9, 2018",Nevada,Las Vegas,5300 block of Cheyenne Ave,0,1,http://www.gunviolencearchive.org/incident/1066604,Unknown
"March 9, 2018",California,El Monte,9251 Garvey Ave,0,3,http://www.gunviolencearchive.org/incident/1065766,Unknown
"March 9, 2018",Maryland,Bethesda,7101 Democracy Blvd,0,0,http://www.gunviolencearchive.org/incident/1066591,Unknown
"March 9, 2018",North Carolina,Fayetteville,848 Tamarack Dr,0,1,http://www.gunviolencearchive.org/incident/1066250,45 Auto
"March 9, 2018",District of Columbia,Washington,3200 block of 6th St SE,0,0,http://www.gunviolencearchive.org/incident/1067384,Unknown
"March 9, 2018",Kentucky,Lexington,2000 Winchester Rd,0,1,http://www.gunviolencearchive.org/incident/1065742,Unknown
"March 9, 2018",Maryland,Baltimore,2300 block of Greenmount Ave,0,1,http://www.gunviolencearchive.org/incident/1066573,Unknown
"March 9, 2018",New Jersey,Jersey City,Grand St and Johnston Ave,0,1,http://www.gunviolencearchive.org/incident/1065968,Unknown
"March 9, 2018",New Jersey,Ocean (county),N/A,0,0,http://www.gunviolencearchive.org/incident/1065941,7.62 [AK-47]
"March 9, 2018",District of Columbia,Washington,700 block of 19th St NE,0,0,http://www.gunviolencearchive.org/incident/1066562,
"March 9, 2018",Maryland,Lexington Park,21000 block of Enterprise Rd,0,0,http://www.gunviolencearchive.org/incident/1065936,Unknown
"March 9, 2018",Louisiana,Shreveport,235 Wall Street,0,1,http://www.gunviolencearchive.org/incident/1065933,Unknown
"March 9, 2018",California,San Diego,2000 block of Hallet St,0,1,http://www.gunviolencearchive.org/incident/1067161,Unknown
"March 9, 2018",Mississippi,Tupelo,Lakeview Dr,0,0,http://www.gunviolencearchive.org/incident/1066539,Unknown
"March 9, 2018",Florida,Tarpon Springs,442 Riverside Dr,1,0,http://www.gunviolencearchive.org/incident/1065901,Unknown
"March 9, 2018",Delaware,Wilmington,N/A,0,0,http://www.gunviolencearchive.org/incident/1065898,Unknown
"March 9, 2018",Florida,Orlando,5581 S Orange Blossom Trail,0,2,http://www.gunviolencearchive.org/incident/1065882,Unknown
"March 9, 2018",Minnesota,Saint Paul,1900 block of Cottage Ave E,1,0,http://www.gunviolencearchive.org/incident/1066452,Unknown
"March 9, 2018",Georgia,Statesboro,425 S Main St,1,0,http://www.gunviolencearchive.org/incident/1066079,Unknown
"March 9, 2018",Wisconsin,Milwaukee,2600 block of N 17th St,1,0,http://www.gunviolencearchive.org/incident/1066106,Unknown
"March 9, 2018",Michigan,Benton Harbor,900 block of Pipestone St,0,0,http://www.gunviolencearchive.org/incident/1067524,Unknown
"March 9, 2018",New Jersey,Newark,3 Brewster Rd,0,0,http://www.gunviolencearchive.org/incident/1067507,38 Spl
"March 9, 2018",Michigan,Saginaw,3250 Kabobel Dr,0,0,http://www.gunviolencearchive.org/incident/1067509,"
The source screenshot will be available soon. Unknown"
"March 9, 2018",Wisconsin,Milwaukee,900 block of W Hayes St,0,1,http://www.gunviolencearchive.org/incident/1066509,Unknown
"March 9, 2018",Texas,Aledo,12291 Camp Bowie W Blvd,2,0,http://www.gunviolencearchive.org/incident/1065756,Unknown
"March 9, 2018",Illinois,Chicago,4400 block of W Carroll Ave,0,1,http://www.gunviolencearchive.org/incident/1066492,Unknown
"March 9, 2018",Maryland,Baltimore,600 block of Gutman Ave,1,0,http://www.gunviolencearchive.org/incident/1066571,Unknown
"March 9, 2018",Florida,Lehigh Acres,7th St SW,0,0,http://www.gunviolencearchive.org/incident/1065829,Unknown
"March 9, 2018",Virginia,Hampton,Dunbar Rd and Delaware Ave,1,0,http://www.gunviolencearchive.org/incident/1066487,Unknown
"March 9, 2018",Pennsylvania,Pottstown,S York St and E High St,1,0,http://www.gunviolencearchive.org/incident/1065801,Unknown
"March 9, 2018",South Carolina,Greenville,1410 Buncombe Rd,0,1,http://www.gunviolencearchive.org/incident/1066476,Unknown
"March 9, 2018",Maryland,Baltimore,600 block of Appleton St,0,1,http://www.gunviolencearchive.org/incident/1065762,Unknown
"March 9, 2018",Michigan,Trenton (Woodhaven),20755 West Rd,2,0,http://www.gunviolencearchive.org/incident/1066987,Unknown
"March 9, 2018",Louisiana,Lacassine,409 Algonia Ave,0,0,http://www.gunviolencearchive.org/incident/1066467,Unknown
"March 9, 2018",Louisiana,Baton Rouge,1600 block of N 48th St,0,1,http://www.gunviolencearchive.org/incident/1066461,Unknown
"March 9, 2018",Florida,Saint Petersburg,4400 block of Burlington Ave N,0,1,http://www.gunviolencearchive.org/incident/1066455,Unknown
"March 9, 2018",Minnesota,Saint Paul,500 block of Beaumont St E,0,0,http://www.gunviolencearchive.org/incident/1066432,Unknown
"March 9, 2018",Minnesota,Saint Paul,600 block of Griggs St N,0,0,http://www.gunviolencearchive.org/incident/1066439,Unknown
"March 9, 2018",Minnesota,Minneapolis,1600 block of Fremont Ave N,0,0,http://www.gunviolencearchive.org/incident/1066433,
"March 9, 2018",Illinois,Evanston,800 block of Howard St,0,0,http://www.gunviolencearchive.org/incident/1068289,44 Mag
"March 9, 2018",Illinois,Chicago,10700 block of S Perry Ave,0,1,http://www.gunviolencearchive.org/incident/1066420,Unknown
"March 9, 2018",New York,Jamestown,Willard St Ext,0,0,http://www.gunviolencearchive.org/incident/1067409,Unknown
"March 9, 2018",Michigan,Detroit,15700 BLOCK OF KENTUCKY ST,0,0,http://www.gunviolencearchive.org/incident/1066419,
"March 9, 2018",Illinois,Chicago,7300 block of S Winchester Ave,0,0,http://www.gunviolencearchive.org/incident/1066416,Unknown
