date,state,city,killed,injured,incident,victims,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2016-11-28,Texas,Mission (Palmview),1,3,http://www.gunviolencearchive.org/incident/712796,4,"26.2335, -98.3845",Congressional District: 28,NA,NA,NA,9mm
2016-11-28,California,Wilmington,0,4,http://www.gunviolencearchive.org/incident/712776,4,"33.7832, -118.272",Congressional District: 44,NA,NA,NA,NA
2016-11-28,California,San Pedro,0,4,http://www.gunviolencearchive.org/incident/713445,4,"33.7424, -118.284",Congressional District: 44,NA,NA,NA,NA
2016-11-27,Louisiana,New Orleans,1,9,http://www.gunviolencearchive.org/incident/711597,10,"29.9542, -90.0692",Congressional District: 2,NA,NA,NA,NA
2016-11-27,Missouri,Kansas City,0,7,http://www.gunviolencearchive.org/incident/711744,7,"38.998, -94.5569",Congressional District: 5,NA,NA,NA,NA
2016-11-26,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/710732,6,"41.7354, -87.5532",Congressional District: 2,NA,NA,NA,NA
2016-11-25,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/710467,4,"29.9442, -90.0864",Congressional District: 2,NA,NA,NA,NA
2016-11-24,Kentucky,Louisville,2,4,http://www.gunviolencearchive.org/incident/709370,6,"38.2506, -85.827",Congressional District: 3,NA,NA,NA,NA
2016-11-24,New York,Albany,1,3,http://www.gunviolencearchive.org/incident/709276,4,"42.6591, -73.7658",Congressional District: 20,NA,NA,NA,NA
2016-11-23,Mississippi,Olive Branch,0,4,http://www.gunviolencearchive.org/incident/708777,4,"34.9898, -89.7674",Congressional District: 1,NA,NA,NA,NA
2016-11-22,Florida,Clewiston,1,4,http://www.gunviolencearchive.org/incident/708392,5,"26.7371, -80.9531",Congressional District: 20,NA,NA,NA,NA
2016-11-18,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/704568,4,"41.9116, -87.7512",Congressional District: 7,NA,NA,NA,NA
2016-11-17,Tennessee,Dyersburg,1,7,http://www.gunviolencearchive.org/incident/703245,8,"36.0293, -89.3647",Congressional District: 8,NA,NA,NA,NA
2016-11-13,Florida,Jacksonville,3,2,http://www.gunviolencearchive.org/incident/699605,5,"30.3648, -81.706",Congressional District: 5,NA,NA,Handgun,NA
2016-11-13,Texas,San Antonio,0,4,http://www.gunviolencearchive.org/incident/699332,4,"29.507, -98.3812",Congressional District: 28,NA,NA,NA,NA
2016-11-13,California,San Diego,3,2,http://www.gunviolencearchive.org/incident/700232,5,"32.7478, -117.106",Congressional District: 51,NA,NA,Handgun,NA
2016-11-13,Florida,Orlando,0,4,http://www.gunviolencearchive.org/incident/699316,4,"28.5325, -81.4343",Congressional District: 5,NA,NA,NA,NA
2016-11-12,California,Sacramento,1,5,http://www.gunviolencearchive.org/incident/699033,6,"38.4564, -121.384",Congressional District: 7,NA,NA,NA,NA
2016-11-12,Missouri,Kansas City,1,3,http://www.gunviolencearchive.org/incident/700363,4,"39.0862, -94.5382",Congressional District: 5,NA,NA,NA,NA
2016-11-12,Connecticut,Bridgeport,0,5,http://www.gunviolencearchive.org/incident/699303,5,"41.1926, -73.2146",Congressional District: 4,NA,NA,NA,NA
2016-11-11,Texas,Houston,0,4,http://www.gunviolencearchive.org/incident/699863,4,"29.7169, -95.2832",Congressional District: 29,NA,NA,NA,NA
2016-11-10,Texas,Houston,1,3,http://www.gunviolencearchive.org/incident/698383,4,"29.8671, -95.5636",Congressional District: 2,NA,NA,NA,NA
2016-11-09,Washington,Seattle,0,5,http://www.gunviolencearchive.org/incident/696917,5,"47.6101, -122.338",Congressional District: 7,NA,NA,NA,NA
2016-11-09,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/697377,4,"41.8796, -87.711",Congressional District: 7,NA,NA,NA,NA
2016-11-09,Tennessee,Memphis,0,4,http://www.gunviolencearchive.org/incident/696352,4,"35.061, -90.0037",Congressional District: 9,NA,NA,NA,NA
2016-11-05,Florida,Fort Lauderdale (Lauderhill),1,3,http://www.gunviolencearchive.org/incident/693624,4,"26.1213, -80.187",Congressional District: 20,NA,NA,NA,NA
2016-11-05,Texas,San Antonio,0,4,http://www.gunviolencearchive.org/incident/693438,4,"29.5376, -98.4109",Congressional District: 35,NA,NA,NA,NA
2016-11-05,South Carolina,Myrtle Beach,0,5,http://www.gunviolencearchive.org/incident/693401,5,"33.6933, -78.885",Congressional District: 7,NA,NA,NA,NA
2016-11-05,California,Oakland,0,8,http://www.gunviolencearchive.org/incident/693374,8,"37.8041, -122.27",Congressional District: 13,NA,NA,NA,NA
2016-11-05,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/693290,5,"41.9694, -87.658",Congressional District: 9,NA,NA,NA,NA
2016-11-04,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/693307,4,"39.9403, -75.2251",Congressional District: 2,NA,NA,NA,NA
2016-11-03,Illinois,Chicago,2,2,http://www.gunviolencearchive.org/incident/692020,4,"41.7935, -87.5804",Congressional District: 2,NA,NA,NA,NA
2016-11-03,New Jersey,Orange,2,2,http://www.gunviolencearchive.org/incident/692315,4,"40.7788, -74.2272",Congressional District: 10,NA,NA,NA,NA
2016-11-02,Arkansas,Little Rock,1,4,http://www.gunviolencearchive.org/incident/692025,5,"34.7279, -92.2659",Congressional District: 2,NA,NA,NA,NA
2016-11-01,Tennessee,Memphis,1,5,http://www.gunviolencearchive.org/incident/691113,6,"35.0063, -89.9592",Congressional District: 9,NA,NA,NA,NA
2016-10-31,Louisiana,Shreveport,0,4,http://www.gunviolencearchive.org/incident/689518,4,"32.4437, -93.7695",Congressional District: 4,NA,NA,Handgun,NA
2016-10-30,Ohio,Toledo,0,4,http://www.gunviolencearchive.org/incident/688979,4,"41.6478, -83.5771",Congressional District: 9,NA,NA,NA,NA
2016-10-30,New York,New York (Manhattan),0,4,http://www.gunviolencearchive.org/incident/688841,4,"40.7197, -73.9829",Congressional District: 12,NA,NA,NA,NA
2016-10-30,New York,Newburgh,2,5,http://www.gunviolencearchive.org/incident/688577,7,"41.502, -74.0104",Congressional District: 18,NA,NA,Handgun,NA
2016-10-30,Maryland,Capitol Heights,3,3,http://www.gunviolencearchive.org/incident/689020,6,"38.8701, -76.8896",Congressional District: 4,NA,NA,NA,NA
2016-10-30,Texas,San Antonio,0,5,http://www.gunviolencearchive.org/incident/688592,5,NA,NA,NA,NA,NA,NA
2016-10-29,Ohio,Dayton,1,3,http://www.gunviolencearchive.org/incident/687940,4,"39.7772, -84.2521",Congressional District: 10,NA,NA,NA,NA
2016-10-29,California,Los Angeles,0,5,http://www.gunviolencearchive.org/incident/689009,5,"33.9374, -118.219",Congressional District: 44,NA,NA,NA,NA
2016-10-29,California,Riverside,0,4,http://www.gunviolencearchive.org/incident/688210,4,"33.9366, -117.406",Congressional District: 41,NA,NA,NA,NA
2016-10-28,Mississippi,Jackson,0,6,http://www.gunviolencearchive.org/incident/688429,6,"32.3339, -90.1861",Congressional District: 2,NA,NA,Handgun,NA
2016-10-28,Florida,Miami Gardens,0,4,http://www.gunviolencearchive.org/incident/687375,4,"25.9322, -80.2448",Congressional District: 24,NA,NA,NA,NA
2016-10-27,Georgia,Jackson,4,0,http://www.gunviolencearchive.org/incident/686312,4,"33.384, -83.9905",Congressional District: 10,NA,NA,NA,NA
2016-10-25,Ohio,Dayton,1,3,http://www.gunviolencearchive.org/incident/685379,4,"39.7995, -84.2076",Congressional District: 10,NA,NA,NA,NA
2016-10-25,Virginia,Roanoke,2,3,http://www.gunviolencearchive.org/incident/684130,5,"37.2732, -79.9306",Congressional District: 6,NA,NA,handgun,9mm
2016-10-23,Oklahoma,Wellston,1,5,http://www.gunviolencearchive.org/incident/683142,6,"35.6755, -97.1058",Congressional District: 3,Assault weapon,AR-15,Handgun,22 LR
2016-10-22,California,Oakland,0,7,http://www.gunviolencearchive.org/incident/682298,7,"37.7639, -122.175",Congressional District: 13,NA,NA,NA,NA
2016-10-18,California,San Francisco,0,4,http://www.gunviolencearchive.org/incident/679290,4,"37.7196, -122.426",Congressional District: 12,NA,NA,NA,NA
2016-10-17,Illinois,Chicago (Englewood),1,4,http://www.gunviolencearchive.org/incident/678438,5,"41.7721, -87.6725",Congressional District: 7,NA,NA,NA,NA
2016-10-15,Alabama,Mobile,0,5,http://www.gunviolencearchive.org/incident/677293,5,"30.703, -88.0787",Congressional District: 1,NA,NA,NA,NA
2016-10-15,Illinois,Rockford,1,5,http://www.gunviolencearchive.org/incident/676686,6,"42.271, -88.9649",Congressional District: 16,NA,NA,NA,NA
2016-10-15,California,Los Angeles,4,11,http://www.gunviolencearchive.org/incident/676663,15,"34.0274, -118.351",Congressional District: 37,NA,NA,NA,NA
2016-10-14,Illinois,Chicago,1,6,http://www.gunviolencearchive.org/incident/676376,7,"41.8839, -87.7086",Congressional District: 7,NA,NA,NA,NA
2016-10-13,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/675993,4,"41.8723, -87.6937",Congressional District: 7,NA,NA,NA,NA
2016-10-09,Michigan,Grand Rapids,1,8,http://www.gunviolencearchive.org/incident/672203,9,"42.9125, -85.6209",Congressional District: 3,NA,NA,NA,NA
2016-10-09,California,Sacramento,1,3,http://www.gunviolencearchive.org/incident/672217,4,"38.5982, -121.428",Congressional District: 6,NA,NA,NA,NA
2016-10-08,New York,Brooklyn,0,4,http://www.gunviolencearchive.org/incident/671717,4,"40.6322, -74.0272",Congressional District: 11,NA,NA,NA,NA
2016-10-04,Louisiana,New Orleans,3,2,http://www.gunviolencearchive.org/incident/669777,5,"29.9673, -90.1019",Congressional District: 2,NA,NA,NA,NA
2016-10-03,Minnesota,Minneapolis,0,4,http://www.gunviolencearchive.org/incident/668407,4,"44.9804, -93.2713",Congressional District: 5,NA,NA,NA,NA
2016-10-02,Texas,San Antonio,1,4,http://www.gunviolencearchive.org/incident/667984,5,"29.3988, -98.5045",Congressional District: 35,NA,NA,NA,NA
2016-10-01,Illinois,Pembroke Township,4,0,http://www.gunviolencearchive.org/incident/668279,4,"41.086, -87.5391",Congressional District: 2,NA,NA,NA,9mm
2016-10-01,California,Fresno,0,4,http://www.gunviolencearchive.org/incident/668352,4,"36.7568, -119.771",Congressional District: 16,NA,NA,NA,NA
2016-09-29,California,San Francisco,1,3,http://www.gunviolencearchive.org/incident/665995,4,"37.7849, -122.413",Congressional District: 12,NA,NA,NA,NA
2016-09-26,North Carolina,Winston Salem (Winston-salem),0,4,http://www.gunviolencearchive.org/incident/663624,4,"36.1144, -80.2452",Congressional District: 12,NA,NA,handgun,NA
2016-09-26,Texas,Humble,0,4,http://www.gunviolencearchive.org/incident/663789,4,"30.022, -95.3124",Congressional District: 2,NA,NA,NA,NA
2016-09-26,Texas,Houston,1,6,http://www.gunviolencearchive.org/incident/663106,7,"29.7237, -95.4414",Congressional District: 7,Assault weapon,AR-15,NA,45 Auto
2016-09-25,Illinois,Champaign,1,3,http://www.gunviolencearchive.org/incident/662548,4,"40.1102, -88.2354",Congressional District: 13,NA,NA,NA,NA
2016-09-24,Maryland,Baltimore,0,8,http://www.gunviolencearchive.org/incident/662342,8,"39.3048, -76.6082",Congressional District: 7,NA,NA,handgun,NA
2016-09-23,Washington,Burlington,5,0,http://www.gunviolencearchive.org/incident/661703,5,"48.4646, -122.338",Congressional District: 2,NA,NA,NA,22 LR
2016-09-18,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/657854,4,"39.9833, -75.0838",Congressional District: 1,NA,NA,NA,NA
2016-09-18,Virginia,Lynchburg,1,3,http://www.gunviolencearchive.org/incident/657863,4,"37.4222, -79.1502",Congressional District: 6,NA,NA,NA,NA
2016-09-18,Pennsylvania,Pittsburgh,0,4,http://www.gunviolencearchive.org/incident/658226,4,"40.4584, -80.0173",Congressional District: 14,NA,NA,NA,NA
2016-09-17,Florida,Miami,0,6,http://www.gunviolencearchive.org/incident/659289,6,"25.5846, -80.3855",Congressional District: 26,NA,NA,NA,82 SW
2016-09-17,Florida,Orlando,1,6,http://www.gunviolencearchive.org/incident/657136,7,"28.5269, -81.4243",Congressional District: 5,NA,NA,NA,NA
2016-09-17,Indiana,Indianapolis,2,2,http://www.gunviolencearchive.org/incident/657151,4,"39.8909, -86.1968",Congressional District: 5,NA,NA,NA,NA
2016-09-17,District of Columbia,Washington,2,7,http://www.gunviolencearchive.org/incident/657634,9,"38.8583, -76.9966",Congressional District: 1,NA,NA,NA,NA
2016-09-16,Pennsylvania,Philadelphia,2,5,http://www.gunviolencearchive.org/incident/657023,7,"39.9575, -75.2234",Congressional District: 2,NA,NA,NA,9mm
2016-09-16,California,Los Angeles (Hollywood),2,2,http://www.gunviolencearchive.org/incident/656991,4,"34.0797, -118.295",Congressional District: 28,NA,NA,NA,NA
2016-09-14,Texas,Humble,1,3,http://www.gunviolencearchive.org/incident/655512,4,"29.9586, -95.3023",Congressional District: 18,NA,NA,NA,NA
2016-09-13,Indiana,Fort Wayne,3,2,http://www.gunviolencearchive.org/incident/654087,5,"41.0803, -85.1155",Congressional District: 3,NA,NA,NA,NA
2016-09-11,Indiana,Fort Wayne,3,1,http://www.gunviolencearchive.org/incident/652642,4,"41.0574, -85.1186",Congressional District: 3,NA,NA,NA,NA
2016-09-11,Louisiana,New Orleans,1,5,http://www.gunviolencearchive.org/incident/653077,6,"29.9447, -90.0911",Congressional District: 2,NA,NA,NA,NA
2016-09-11,New Jersey,Jersey City,1,3,http://www.gunviolencearchive.org/incident/652759,4,"40.7332, -74.07",Congressional District: 10,NA,NA,NA,NA
2016-09-11,Missouri,Kansas City,0,6,http://www.gunviolencearchive.org/incident/652584,6,"39.0529, -94.5917",Congressional District: 5,NA,NA,NA,NA
2016-09-11,Michigan,Saginaw,0,5,http://www.gunviolencearchive.org/incident/652561,5,"43.5085, -83.9589",Congressional District: 4,NA,NA,NA,NA
2016-09-11,North Carolina,New Bern,0,5,http://www.gunviolencearchive.org/incident/652606,5,"35.08, -77.0298",Congressional District: 3,NA,NA,NA,NA
2016-09-10,Florida,Miami,1,3,http://www.gunviolencearchive.org/incident/652175,4,"25.809, -80.2516",Congressional District: 27,NA,NA,NA,NA
2016-09-08,Texas,Del Valle,4,0,http://www.gunviolencearchive.org/incident/651957,4,"30.1343, -97.5936",Congressional District: 35,NA,NA,NA,NA
2016-09-08,Arkansas,Hot Springs National Park (Hot Springs),1,4,http://www.gunviolencearchive.org/incident/651434,5,"34.4989, -93.0754",Congressional District: 4,NA,NA,NA,NA
2016-09-05,Illinois,Chicago,2,3,http://www.gunviolencearchive.org/incident/648884,5,"41.8723, -87.6937",Congressional District: 7,NA,NA,NA,NA
2016-09-05,Pennsylvania,Reading,0,4,http://www.gunviolencearchive.org/incident/648490,4,"40.3444, -75.9189",Congressional District: 16,NA,NA,NA,NA
2016-09-04,Virginia,Roanoke,1,10,http://www.gunviolencearchive.org/incident/647865,11,"37.2838, -79.9227",Congressional District: 6,NA,NA,NA,NA
2016-09-03,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/646855,4,"41.9706, -87.6805",Congressional District: 5,NA,NA,NA,NA
2016-09-03,North Carolina,Wilmington,1,3,http://www.gunviolencearchive.org/incident/646995,4,"34.2462, -77.9072",Congressional District: 3,NA,NA,NA,NA
2016-08-30,Georgia,Atlanta,0,4,http://www.gunviolencearchive.org/incident/644723,4,"33.7691, -84.3735",Congressional District: 5,Assault weapon,AR-15,NA,40 SW
2016-08-30,Illinois,Chicago (Englewood),0,4,http://www.gunviolencearchive.org/incident/643824,4,"41.7702, -87.6643",Congressional District: 7,NA,NA,NA,NA
2016-08-29,New Jersey,Egg Harbor City,1,5,http://www.gunviolencearchive.org/incident/641732,6,"39.5265, -74.6439",Congressional District: 2,Assault weapon,AR-15,handgun,NA
2016-08-29,California,Temecula,5,0,http://www.gunviolencearchive.org/incident/684389,5,"33.5196, -117.032",Congressional District: 42,NA,NA,NA,NA
2016-08-28,Texas,Lubbock,0,6,http://www.gunviolencearchive.org/incident/641419,6,"33.5809, -101.918",Congressional District: 19,NA,NA,NA,NA
2016-08-28,New York,Bronx,0,4,http://www.gunviolencearchive.org/incident/640677,4,"40.8194, -73.9114",Congressional District: 15,NA,NA,NA,NA
2016-08-28,Missouri,Saint Louis,2,2,http://www.gunviolencearchive.org/incident/640689,4,"38.5837, -90.2447",Congressional District: 1,NA,NA,NA,NA
2016-08-28,Alabama,Dadeville,0,5,http://www.gunviolencearchive.org/incident/640861,5,"32.8307, -85.7612",Congressional District: 3,NA,NA,NA,NA
2016-08-27,Alabama,Bessemer (Brighton),1,6,http://www.gunviolencearchive.org/incident/640500,7,"33.4414, -86.951",Congressional District: 7,NA,NA,Handgun,NA
2016-08-27,Florida,Miami,2,4,http://www.gunviolencearchive.org/incident/640203,6,"25.8505, -80.2298",Congressional District: 24,NA,NA,NA,NA
2016-08-25,New Jersey,Bridgeton,0,5,http://www.gunviolencearchive.org/incident/640901,5,"39.4318, -75.2289",Congressional District: 2,NA,NA,NA,NA
2016-08-21,Massachusetts,Boston,0,4,http://www.gunviolencearchive.org/incident/634889,4,"42.2911, -71.0888",Congressional District: 7,NA,NA,NA,NA
2016-08-21,Connecticut,Bridgeport,0,13,http://www.gunviolencearchive.org/incident/634787,13,"41.1981, -73.1753",Congressional District: 4,NA,NA,handgun,40 SW
2016-08-20,Connecticut,Hamden,0,4,http://www.gunviolencearchive.org/incident/634238,4,"41.3376, -72.9351",Congressional District: 3,NA,NA,NA,NA
2016-08-20,Washington,Tacoma,0,5,http://www.gunviolencearchive.org/incident/634731,5,"47.2554, -122.439",Congressional District: 6,NA,NA,NA,NA
2016-08-20,Alabama,Citronelle,5,0,http://www.gunviolencearchive.org/incident/634819,5,"31.05, -88.3088",Congressional District: 1,NA,NA,NA,NA
2016-08-18,Connecticut,Waterbury,0,4,http://www.gunviolencearchive.org/incident/632747,4,"41.5543, -73.0338",Congressional District: 5,NA,NA,NA,NA
2016-08-17,California,Oakland,0,4,http://www.gunviolencearchive.org/incident/632753,4,"37.8153, -122.29",Congressional District: 13,NA,NA,NA,NA
2016-08-14,Virginia,Norfolk,0,4,http://www.gunviolencearchive.org/incident/630007,4,"36.8273, -76.2677",Congressional District: 3,NA,NA,NA,NA
2016-08-14,Minnesota,Minneapolis,0,5,http://www.gunviolencearchive.org/incident/629415,5,"44.9914, -93.3021",Congressional District: 5,NA,NA,NA,NA
2016-08-13,California,Los Angeles,0,4,http://www.gunviolencearchive.org/incident/629663,4,"33.9828, -118.329",Congressional District: 37,NA,NA,NA,NA
2016-08-13,Wisconsin,Milwaukee,2,2,http://www.gunviolencearchive.org/incident/628570,4,"43.0799, -87.9637",Congressional District: 4,NA,NA,NA,NA
2016-08-13,New York,Richmond Hill,0,4,http://www.gunviolencearchive.org/incident/628623,4,"40.6952, -73.842",Congressional District: 5,NA,NA,NA,NA
2016-08-13,Missouri,Joplin,0,4,http://www.gunviolencearchive.org/incident/628635,4,"37.0713, -94.4943",Congressional District: 7,NA,NA,handgun,NA
2016-08-12,Florida,Jacksonville,1,3,http://www.gunviolencearchive.org/incident/628178,4,"30.368, -81.6548",Congressional District: 5,NA,NA,NA,NA
2016-08-12,Texas,Dallas,1,3,http://www.gunviolencearchive.org/incident/627519,4,"32.8804, -96.6979",Congressional District: 32,NA,NA,NA,NA
2016-08-11,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/627757,4,"40.0373, -75.1606",Congressional District: 2,Assault weapon,AR-15,NA,NA
2016-08-10,Illinois,Evanston,0,4,http://www.gunviolencearchive.org/incident/626153,4,"42.0539, -87.6928",Congressional District: 9,NA,NA,NA,NA
2016-08-10,California,Sacramento,1,3,http://www.gunviolencearchive.org/incident/626960,4,"38.4987, -121.458",Congressional District: 6,NA,NA,NA,NA
2016-08-08,New Mexico,Albuquerque,2,2,http://www.gunviolencearchive.org/incident/625735,4,"35.0786, -106.549",Congressional District: 1,NA,NA,NA,NA
2016-08-08,Florida,Jacksonville,0,7,http://www.gunviolencearchive.org/incident/624273,7,"30.3022, -81.7334",Congressional District: 5,NA,NA,NA,NA
2016-08-07,California,Los Angeles,1,3,http://www.gunviolencearchive.org/incident/624156,4,"33.9866, -118.283",Congressional District: 37,NA,NA,NA,NA
2016-08-07,Mississippi,Vicksburg,1,3,http://www.gunviolencearchive.org/incident/624046,4,"32.3433, -90.8394",Congressional District: 2,NA,NA,Handgun,NA
2016-08-07,Colorado,Arvada,2,2,http://www.gunviolencearchive.org/incident/623523,4,"39.7946, -105.053",Congressional District: 7,NA,NA,NA,NA
2016-08-07,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/623439,4,"41.7741, -87.7202",Congressional District: 3,NA,NA,NA,NA
2016-08-06,Pennsylvania,Reading (Sinking Spring),5,0,http://www.gunviolencearchive.org/incident/623195,5,"40.33, -76.0256",Congressional District: 16,NA,NA,NA,38 Spl
2016-08-05,Michigan,Pontiac,1,3,http://www.gunviolencearchive.org/incident/624057,4,"42.6377, -83.3116",Congressional District: 14,NA,NA,NA,NA
2016-08-05,California,Perris,2,2,http://www.gunviolencearchive.org/incident/622500,4,"33.83, -117.285",Congressional District: 41,NA,NA,NA,NA
2016-08-04,Tennessee,Memphis,0,4,http://www.gunviolencearchive.org/incident/621232,4,"35.1614, -90.0277",Congressional District: 9,NA,NA,NA,NA
2016-08-03,Georgia,Decatur,1,3,http://www.gunviolencearchive.org/incident/620247,4,"33.738, -84.2498",Congressional District: 4,NA,NA,NA,NA
2016-08-02,Florida,Hollywood (West Park),0,4,http://www.gunviolencearchive.org/incident/619708,4,"25.9842, -80.2004",Congressional District: 24,NA,NA,NA,NA
2016-08-01,Indiana,Evansville,0,4,http://www.gunviolencearchive.org/incident/619408,4,"37.9644, -87.5498",Congressional District: 8,NA,NA,NA,NA
2016-07-31,Florida,Miami,3,1,http://www.gunviolencearchive.org/incident/617789,4,"25.5776, -80.3789",Congressional District: 26,NA,NA,NA,NA
2016-07-31,Texas,Austin,1,4,http://www.gunviolencearchive.org/incident/617607,5,"30.2678, -97.7407",Congressional District: 21,NA,NA,handgun,NA
2016-07-30,Missouri,Saint Louis,0,5,http://www.gunviolencearchive.org/incident/617712,5,"38.6539, -90.2633",Congressional District: 1,NA,NA,NA,NA
2016-07-30,Georgia,Townsend (Eulonia),0,5,http://www.gunviolencearchive.org/incident/618321,5,"31.5211, -81.4329",Congressional District: 1,NA,NA,NA,NA
2016-07-30,Washington,Mukilteo,3,1,http://www.gunviolencearchive.org/incident/616948,4,"47.9005, -122.323",Congressional District: 2,Assault weapon,AR-15,NA,NA
2016-07-29,Georgia,Athens,0,7,http://www.gunviolencearchive.org/incident/617334,7,"33.9664, -83.358",Congressional District: 10,NA,NA,NA,NA
2016-07-28,New York,Elmira,0,5,http://www.gunviolencearchive.org/incident/615109,5,"42.0898, -76.8105",Congressional District: 23,NA,NA,NA,NA
2016-07-28,Maryland,Baltimore,0,4,http://www.gunviolencearchive.org/incident/615328,4,"39.3189, -76.6095",Congressional District: 7,NA,NA,NA,NA
2016-07-28,Illinois,Chicago,2,2,http://www.gunviolencearchive.org/incident/615024,4,"41.8013, -87.7141",Congressional District: 4,NA,NA,NA,NA
2016-07-25,Florida,Fort Myers,2,19,http://www.gunviolencearchive.org/incident/611479,21,"26.612, -81.86",Congressional District: 19,Assault weapon,AR-15,Handgun,10mm
2016-07-24,Ohio,Hamilton,1,7,http://www.gunviolencearchive.org/incident/610584,8,"39.427, -84.5975",Congressional District: 8,Assault weapon,AR-15,NA,NA
2016-07-23,South Carolina,North Charleston,0,4,http://www.gunviolencearchive.org/incident/610756,4,"32.9271, -80.0791",Congressional District: 6,NA,NA,NA,NA
2016-07-23,New York,Brooklyn,0,4,http://www.gunviolencearchive.org/incident/613805,4,"40.6658, -73.8711",Congressional District: 8,NA,NA,NA,NA
2016-07-23,Ohio,Cincinnati,2,2,http://www.gunviolencearchive.org/incident/610093,4,"39.1491, -84.5512",Congressional District: 1,NA,NA,NA,NA
2016-07-23,Texas,Bastrop,4,1,http://www.gunviolencearchive.org/incident/610379,5,"30.1029, -97.3288",Congressional District: 10,NA,NA,NA,NA
2016-07-22,Illinois,Kankakee,0,5,http://www.gunviolencearchive.org/incident/610402,5,"41.1219, -87.8536",Congressional District: 2,NA,NA,NA,NA
2016-07-21,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/609402,5,"41.8128, -87.7522",Congressional District: 3,NA,NA,NA,NA
2016-07-20,California,Fresno,0,4,http://www.gunviolencearchive.org/incident/608787,4,"36.7468, -119.773",Congressional District: 16,NA,NA,NA,NA
2016-07-19,Arkansas,West Memphis,0,4,http://www.gunviolencearchive.org/incident/607265,4,"35.1433, -90.1688",Congressional District: 1,NA,NA,NA,NA
2016-07-17,Louisiana,Baton Rouge,4,3,http://www.gunviolencearchive.org/incident/604762,7,"30.4334, -91.0817",Congressional District: 6,Assault weapon,AR-15,handgun,9mm
2016-07-17,Texas,Houston,1,3,http://www.gunviolencearchive.org/incident/605475,4,"29.8484, -95.3033",Congressional District: 18,NA,NA,NA,NA
2016-07-17,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/605367,4,"42.3534, -83.1009",Congressional District: 13,NA,NA,NA,NA
2016-07-16,Texas,Dallas,0,5,http://www.gunviolencearchive.org/incident/604459,5,"32.7154, -96.7141",Congressional District: 30,NA,NA,NA,NA
2016-07-16,Ohio,Cleveland,0,5,http://www.gunviolencearchive.org/incident/604275,5,"41.5036, -81.6538",Congressional District: 11,NA,NA,NA,NA
2016-07-16,California,San Bernardino,0,4,http://www.gunviolencearchive.org/incident/605005,4,"34.1389, -117.31",Congressional District: 31,NA,NA,NA,NA
2016-07-16,California,Bakersfield,1,14,http://www.gunviolencearchive.org/incident/604233,15,"35.3481, -119.036",Congressional District: 23,NA,NA,NA,NA
2016-07-16,Tennessee,Clarksville,0,6,http://www.gunviolencearchive.org/incident/604175,6,"36.5377, -87.3377",Congressional District: 7,NA,NA,NA,NA
2016-07-15,Washington,Woodland,3,1,http://www.gunviolencearchive.org/incident/604207,4,"45.9199, -122.728",Congressional District: 3,NA,NA,NA,45 Auto
2016-07-14,Texas,Crosby,3,1,http://www.gunviolencearchive.org/incident/603475,4,"29.8724, -95.0662",Congressional District: 36,NA,NA,NA,NA
2016-07-14,California,Oakland,0,4,http://www.gunviolencearchive.org/incident/603733,4,"37.8063, -122.298",Congressional District: 13,NA,NA,NA,NA
2016-07-14,Ohio,Akron,1,3,http://www.gunviolencearchive.org/incident/603738,4,"41.0692, -81.5449",Congressional District: 11,NA,NA,NA,NA
2016-07-13,Georgia,Warner Robins,0,5,http://www.gunviolencearchive.org/incident/602810,5,"32.6435, -83.6157",Congressional District: 8,NA,NA,NA,05 Mag
2016-07-13,Missouri,Saint Louis,2,2,http://www.gunviolencearchive.org/incident/602765,4,"38.5905, -90.2344",Congressional District: 1,NA,NA,NA,NA
2016-07-11,Maryland,Baltimore,0,5,http://www.gunviolencearchive.org/incident/600798,5,"39.3101, -76.6466",Congressional District: 7,NA,NA,NA,NA
2016-07-11,Michigan,Jackson,0,4,http://www.gunviolencearchive.org/incident/601119,4,"42.2466, -84.3881",Congressional District: 7,NA,NA,handgun,NA
2016-07-11,Michigan,Saint Joseph,3,2,http://www.gunviolencearchive.org/incident/600398,5,"42.1103, -86.4787",Congressional District: 6,NA,NA,NA,57 Mag
2016-07-11,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/601512,4,"38.8845, -76.9283",Congressional District: 1,NA,NA,NA,NA
2016-07-07,Tennessee,Bristol,1,4,http://www.gunviolencearchive.org/incident/597176,5,"36.5877, -82.186",Congressional District: 1,Assault weapon,AR-15,Handgun,NA
