date,state,city,killed,injured,incident,victims,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2014-09-18,Florida,Bell,8,0,http://www.gunviolencearchive.org/incident/192851,8,"29.7555, -82.8626",Congressional District: 3,NA,NA,NA,NA
2014-09-15,Louisiana,New Orleans,0,5,http://www.gunviolencearchive.org/incident/191416,5,"30.0111, -90.0097",Congressional District: 2,NA,NA,NA,NA
2014-09-14,Texas,Flour Bluff,3,1,http://www.gunviolencearchive.org/incident/190874,4,"27.6783, -97.2762",Congressional District: 27,NA,NA,NA,NA
2014-09-14,Alaska,Anchorage,0,6,http://www.gunviolencearchive.org/incident/190599,6,"61.2178, -149.88",Congressional District: 1,NA,NA,NA,NA
2014-09-11,Michigan,Detroit,1,7,http://www.gunviolencearchive.org/incident/189562,8,"42.3728, -83.2434",Congressional District: 13,NA,NA,NA,NA
2014-09-06,Florida,Orlando,0,4,http://www.gunviolencearchive.org/incident/188332,4,"28.5205, -81.3966",Congressional District: 5,NA,NA,NA,NA
2014-09-06,Georgia,Macon,0,5,http://www.gunviolencearchive.org/incident/186488,5,"32.8349, -83.6299",Congressional District: 2,NA,NA,NA,NA
2014-09-04,Michigan,Flint,0,5,http://www.gunviolencearchive.org/incident/185393,5,"43.0381, -83.7044",Congressional District: 5,NA,NA,NA,NA
2014-09-03,California,Los Angeles,0,6,http://www.gunviolencearchive.org/incident/185430,6,"34.0199, -118.26",Congressional District: 40,NA,NA,NA,NA
2014-09-02,California,Highland,0,5,http://www.gunviolencearchive.org/incident/184507,5,"34.1085, -117.233",Congressional District: 31,NA,NA,NA,NA
2014-09-02,Mississippi,Jackson,2,3,http://www.gunviolencearchive.org/incident/185196,5,"32.365, -90.2419",Congressional District: 2,NA,NA,NA,NA
2014-08-31,California,Livermore,0,5,http://www.gunviolencearchive.org/incident/183432,5,"37.6769, -121.779",Congressional District: 15,NA,NA,NA,NA
2014-08-29,Florida,Brooksville,3,1,http://www.gunviolencearchive.org/incident/182974,4,"28.5457, -82.3908",Congressional District: 11,NA,NA,NA,NA
2014-08-27,Michigan,Detroit,1,3,http://www.gunviolencearchive.org/incident/181947,4,"42.4473, -82.9485",Congressional District: 14,NA,NA,NA,NA
2014-08-24,Georgia,Augusta,1,3,http://www.gunviolencearchive.org/incident/180580,4,"33.4667, -81.9741",Congressional District: 12,NA,NA,NA,NA
2014-08-24,California,San Fernando,3,4,http://www.gunviolencearchive.org/incident/180007,7,"34.286, -118.446",Congressional District: 29,NA,NA,NA,NA
2014-08-24,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/180018,4,"41.7432, -87.6442",Congressional District: 1,NA,NA,NA,NA
2014-08-20,Tennessee,Memphis,0,5,http://www.gunviolencearchive.org/incident/178425,5,"35.1062, -89.859",Congressional District: 8,NA,NA,NA,NA
2014-08-18,Louisiana,Saint Martinville,0,4,http://www.gunviolencearchive.org/incident/178006,4,"30.1173, -91.8317",Congressional District: 3,NA,NA,NA,NA
2014-08-17,Massachusetts,Boston,0,4,http://www.gunviolencearchive.org/incident/175943,4,"42.3518, -71.0597",Congressional District: 7,NA,NA,NA,NA
2014-08-17,California,East Palo Alto,1,3,http://www.gunviolencearchive.org/incident/177770,4,"37.479, -122.138",Congressional District: 14,NA,NA,NA,NA
2014-08-17,Nevada,Las Vegas,0,4,http://www.gunviolencearchive.org/incident/175839,4,"36.1884, -115.152",Congressional District: 4,NA,NA,NA,NA
2014-08-17,New York,Queens,0,4,http://www.gunviolencearchive.org/incident/175911,4,"40.6809, -73.7885",Congressional District: 5,NA,NA,NA,NA
2014-08-16,New Jersey,Plainfield,1,3,http://www.gunviolencearchive.org/incident/175779,4,"40.6042, -74.4382",Congressional District: 12,NA,NA,NA,NA
2014-08-16,Utah,Salt Lake City,0,6,http://www.gunviolencearchive.org/incident/175788,6,"40.764, -111.895",Congressional District: 2,NA,NA,NA,NA
2014-08-14,Tennessee,Memphis,1,3,http://www.gunviolencearchive.org/incident/174560,4,"35.1554, -89.9561",Congressional District: 9,NA,NA,NA,NA
2014-08-13,Tennessee,Clarksville,0,4,http://www.gunviolencearchive.org/incident/174544,4,"36.5896, -87.3101",Congressional District: 7,NA,NA,NA,NA
2014-08-13,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/175767,4,"29.9812, -90.0661",Congressional District: 2,NA,NA,NA,NA
2014-08-12,Georgia,Cartersville,2,3,http://www.gunviolencearchive.org/incident/173628,5,"34.1744, -84.8861",Congressional District: 11,NA,NA,NA,NA
2014-08-12,New York,Buffalo,1,3,http://www.gunviolencearchive.org/incident/173369,4,"42.9324, -78.8079",Congressional District: 26,NA,NA,NA,NA
2014-08-10,Louisiana,New Orleans,2,5,http://www.gunviolencearchive.org/incident/172304,7,"29.9594, -90.0192",Congressional District: 2,Assault weapon,AR-15,NA,9mm
2014-08-10,California,Moreno Valley,0,7,http://www.gunviolencearchive.org/incident/172180,7,"33.8836, -117.222",Congressional District: 41,NA,NA,NA,NA
2014-08-10,District of Columbia,Washington,0,6,http://www.gunviolencearchive.org/incident/172205,6,"38.8745, -77.0174",Congressional District: 1,NA,NA,NA,NA
2014-08-10,Georgia,Wrightsville,0,6,http://www.gunviolencearchive.org/incident/172288,6,"32.7177, -82.7167",Congressional District: 10,NA,NA,NA,NA
2014-08-09,Minnesota,Minneapolis,1,8,http://www.gunviolencearchive.org/incident/171802,9,"44.9827, -93.2757",Congressional District: 5,NA,NA,NA,NA
2014-08-08,Wisconsin,Milwaukee,0,4,http://www.gunviolencearchive.org/incident/171778,4,"43.0735, -87.9483",Congressional District: 4,NA,NA,NA,NA
2014-08-08,New Mexico,Albuquerque,1,3,http://www.gunviolencearchive.org/incident/171823,4,"35.1193, -106.615",Congressional District: 1,NA,NA,NA,NA
2014-08-08,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/173786,4,"38.9163, -77.0035",Congressional District: 1,NA,NA,NA,NA
2014-08-06,California,Bakersfield,3,1,http://www.gunviolencearchive.org/incident/170704,4,"35.3815, -118.974",Congressional District: 21,NA,NA,NA,NA
2014-08-04,Georgia,Atlanta,0,5,http://www.gunviolencearchive.org/incident/169326,5,"33.7635, -84.4235",Congressional District: 5,NA,NA,NA,NA
2014-08-03,Texas,Humble,0,7,http://www.gunviolencearchive.org/incident/168551,7,"30.0195, -95.3757",Congressional District: 18,NA,NA,NA,NA
2014-08-03,Missouri,Saint Louis,0,5,http://www.gunviolencearchive.org/incident/168786,5,"38.6904, -90.2434",Congressional District: 1,NA,NA,NA,NA
2014-08-03,Virginia,Culpeper,5,0,http://www.gunviolencearchive.org/incident/168844,5,"38.5631, -77.9829",Congressional District: 7,NA,NA,NA,NA
2014-08-03,Tennessee,Columbia,0,5,http://www.gunviolencearchive.org/incident/169024,5,"35.6117, -87.0298",Congressional District: 4,NA,NA,NA,NA
2014-08-02,Texas,Dallas,3,1,http://www.gunviolencearchive.org/incident/167872,4,"32.6865, -96.7828",Congressional District: 30,NA,NA,NA,NA
2014-08-02,Pennsylvania,Pittsburgh,1,5,http://www.gunviolencearchive.org/incident/168307,6,"40.4578, -79.9742",Congressional District: 14,NA,NA,NA,NA
2014-08-02,Massachusetts,New Bedford,0,7,http://www.gunviolencearchive.org/incident/168169,7,"41.6872, -70.9263",Congressional District: 9,NA,NA,NA,NA
2014-08-01,Pennsylvania,Philadelphia,1,3,http://www.gunviolencearchive.org/incident/167649,4,"39.9345, -75.19",Congressional District: 2,NA,NA,NA,NA
2014-07-30,North Carolina,Hope Mills,3,2,http://www.gunviolencearchive.org/incident/176329,5,"34.969, -78.9219",Congressional District: 2,Assault weapon,AR-15,NA,NA
2014-07-28,Pennsylvania,Philadelphia,1,4,http://www.gunviolencearchive.org/incident/165856,5,"40.0247, -75.1239",Congressional District: 13,NA,NA,NA,NA
2014-07-27,Missouri,Saint Louis,0,5,http://www.gunviolencearchive.org/incident/165089,5,"38.6717, -90.2098",Congressional District: 1,NA,NA,NA,NA
2014-07-26,Georgia,Sylvester,0,8,http://www.gunviolencearchive.org/incident/163930,8,"31.531, -83.8221",Congressional District: 8,NA,NA,NA,NA
2014-07-26,Arkansas,Pine Bluff,1,3,http://www.gunviolencearchive.org/incident/166970,4,"34.2147, -91.9956",Congressional District: 4,NA,NA,NA,NA
2014-07-26,Maine,Saco,5,0,http://www.gunviolencearchive.org/incident/164513,5,"43.4981, -70.449",Congressional District: 1,NA,NA,NA,NA
2014-07-25,Illinois,Chicago,1,6,http://www.gunviolencearchive.org/incident/163874,7,"41.8727, -87.6963",Congressional District: 7,NA,NA,NA,NA
2014-07-23,Pennsylvania,Braddock,0,4,http://www.gunviolencearchive.org/incident/162687,4,"40.4059, -79.8612",Congressional District: 14,NA,NA,NA,NA
2014-07-21,Tennessee,Memphis,0,4,http://www.gunviolencearchive.org/incident/162008,4,"35.1329, -90.0452",Congressional District: 9,NA,NA,NA,NA
2014-07-21,New Jersey,Irvington,0,6,http://www.gunviolencearchive.org/incident/161302,6,"40.7172, -74.2289",Congressional District: 10,NA,NA,NA,NA
2014-07-20,Illinois,East Saint Louis,1,3,http://www.gunviolencearchive.org/incident/160998,4,"38.6234, -90.0958",Congressional District: 12,NA,NA,NA,NA
2014-07-20,Nevada,Las Vegas,1,3,http://www.gunviolencearchive.org/incident/161063,4,"36.2207, -115.215",Congressional District: 4,NA,NA,NA,NA
2014-07-19,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/160488,4,"41.9044, -87.7743",Congressional District: 7,NA,NA,NA,NA
2014-07-14,California,Sacramento,1,4,http://www.gunviolencearchive.org/incident/158387,5,"38.6041, -121.402",Congressional District: 6,NA,NA,NA,NA
2014-07-13,Connecticut,Stamford,0,5,http://www.gunviolencearchive.org/incident/158589,5,"41.0535, -73.5423",Congressional District: 4,NA,NA,NA,NA
2014-07-13,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/159291,4,"38.9283, -76.957",Congressional District: 1,NA,NA,NA,NA
2014-07-13,Washington,Skyway,0,5,http://www.gunviolencearchive.org/incident/158306,5,"47.4904, -122.239",Congressional District: 9,NA,NA,NA,NA
2014-07-12,California,Pasadena,3,2,http://www.gunviolencearchive.org/incident/157857,5,"34.1751, -118.147",Congressional District: 27,NA,NA,NA,NA
2014-07-11,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/157580,4,"41.8777, -87.755",Congressional District: 7,NA,NA,NA,NA
2014-07-09,Texas,Spring,6,1,http://www.gunviolencearchive.org/incident/156670,7,"30.0405, -95.4424",Congressional District: 2,NA,NA,NA,NA
2014-07-08,Rhode Island,Providence,0,5,http://www.gunviolencearchive.org/incident/156468,5,"41.8413, -71.4255",Congressional District: 1,NA,NA,NA,NA
2014-07-07,Kentucky,Stopover,0,4,http://www.gunviolencearchive.org/incident/162305,4,"37.5141, -82.0858",Congressional District: 5,NA,NA,NA,NA
2014-07-07,California,San Bernardino,1,4,http://www.gunviolencearchive.org/incident/155943,5,"34.1214, -117.278",Congressional District: 31,NA,NA,NA,NA
2014-07-06,Florida,Miami,2,2,http://www.gunviolencearchive.org/incident/156125,4,"25.8316, -80.23",Congressional District: 24,NA,NA,NA,NA
2014-07-06,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/155412,4,"38.6717, -90.2419",Congressional District: 1,NA,NA,NA,NA
2014-07-06,New York,Buffalo,0,4,http://www.gunviolencearchive.org/incident/155755,4,"42.9209, -78.8002",Congressional District: 26,NA,NA,NA,NA
2014-07-05,Michigan,Kalamazoo,0,4,http://www.gunviolencearchive.org/incident/154762,4,"42.2671, -85.5685",Congressional District: 6,NA,NA,NA,NA
2014-07-05,Virginia,Norfolk,0,7,http://www.gunviolencearchive.org/incident/154834,7,"36.8784, -76.2968",Congressional District: 3,NA,NA,NA,NA
2014-07-05,Oregon,Portland,1,4,http://www.gunviolencearchive.org/incident/154971,5,"45.5202, -122.538",Congressional District: 3,NA,NA,NA,NA
2014-07-05,Illinois,Centreville,0,5,http://www.gunviolencearchive.org/incident/158055,5,"38.5801, -90.1232",Congressional District: 12,NA,NA,NA,NA
2014-07-05,Indiana,Indianapolis,0,7,http://www.gunviolencearchive.org/incident/154721,7,"39.8686, -86.1313",Congressional District: 5,NA,NA,NA,NA
2014-07-05,Texas,Houston,0,6,http://www.gunviolencearchive.org/incident/154803,6,"29.6121, -95.3957",Congressional District: 9,NA,NA,NA,NA
2014-07-04,Virginia,Norfolk,0,5,http://www.gunviolencearchive.org/incident/154844,5,"36.8259, -76.2624",Congressional District: 3,NA,NA,NA,NA
2014-07-02,Pennsylvania,Chester,0,5,http://www.gunviolencearchive.org/incident/156834,5,"39.8531, -75.3584",Congressional District: 1,NA,NA,NA,NA
2014-06-30,Kentucky,Lexington,1,3,http://www.gunviolencearchive.org/incident/153275,4,"38.0763, -84.4772",Congressional District: 6,NA,NA,NA,NA
2014-06-29,Louisiana,New Orleans,1,9,http://www.gunviolencearchive.org/incident/152468,10,"29.9586, -90.0655",Congressional District: 2,NA,NA,NA,40 SW
2014-06-29,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/153648,4,"38.6419, -90.216",Congressional District: 1,NA,NA,NA,NA
2014-06-29,California,Los Angeles,1,5,http://www.gunviolencearchive.org/incident/152693,6,"34.0912, -118.291",Congressional District: 28,NA,NA,NA,NA
2014-06-28,California,Antioch,0,7,http://www.gunviolencearchive.org/incident/152960,7,"37.9565, -121.757",Congressional District: 9,NA,NA,NA,NA
2014-06-28,New York,Manhattan,0,4,http://www.gunviolencearchive.org/incident/153578,4,"40.8153, -73.9358",Congressional District: 13,NA,NA,NA,NA
2014-06-27,California,San Diego,1,3,http://www.gunviolencearchive.org/incident/152722,4,"32.5866, -117.094",Congressional District: 51,NA,NA,NA,NA
2014-06-26,Wisconsin,Milwaukee,0,5,http://www.gunviolencearchive.org/incident/151659,5,"43.0715, -87.9424",Congressional District: 4,NA,NA,NA,NA
2014-06-26,Michigan,Detroit,2,2,http://www.gunviolencearchive.org/incident/157018,4,"42.3936, -83.1258",Congressional District: 13,NA,NA,NA,NA
2014-06-25,Massachusetts,Lowell,0,5,http://www.gunviolencearchive.org/incident/151475,5,"42.6235, -71.3269",Congressional District: 3,NA,NA,NA,NA
2014-06-24,Florida,Miami,2,7,http://www.gunviolencearchive.org/incident/150299,9,"25.8343, -80.2167",Congressional District: 24,Assault weapon,AR-15,NA,NA
2014-06-22,California,Windsor,1,3,http://www.gunviolencearchive.org/incident/154136,4,"38.5482, -122.819",Congressional District: 2,NA,NA,NA,NA
2014-06-21,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/149954,4,"38.9079, -77.0023",Congressional District: 1,NA,NA,NA,NA
2014-06-21,Tennessee,Memphis,0,5,http://www.gunviolencearchive.org/incident/150344,5,"35.0782, -89.9923",Congressional District: 9,NA,NA,NA,NA
2014-06-20,Maryland,Seat Pleasant,0,4,http://www.gunviolencearchive.org/incident/157013,4,"38.9006, -76.9049",Congressional District: 4,NA,NA,NA,NA
2014-06-15,Indiana,Kokomo,0,4,http://www.gunviolencearchive.org/incident/146565,4,"40.4373, -86.1256",Congressional District: 4,NA,NA,NA,NA
2014-06-15,Illinois,Park Forest,0,4,http://www.gunviolencearchive.org/incident/146586,4,"41.5014, -87.6792",Congressional District: 2,NA,NA,NA,NA
2014-06-13,California,Los Angeles,3,1,http://www.gunviolencearchive.org/incident/149706,4,"33.96, -118.283",Congressional District: 43,NA,NA,NA,NA
2014-06-09,New Jersey,Paterson,0,6,http://www.gunviolencearchive.org/incident/156245,6,"40.9207, -74.1591",Congressional District: 9,NA,NA,NA,NA
2014-06-08,Alabama,Opp,1,4,http://www.gunviolencearchive.org/incident/144565,5,"31.2722, -86.2531",Congressional District: 2,NA,NA,NA,NA
2014-06-07,South Carolina,Moncks Corner,1,5,http://www.gunviolencearchive.org/incident/143723,6,"33.1711, -80.1311",Congressional District: 1,NA,NA,NA,NA
2014-06-07,Michigan,Oak Park,1,3,http://www.gunviolencearchive.org/incident/143979,4,"42.4744, -83.1711",Congressional District: 14,NA,NA,NA,NA
2014-06-04,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/142822,4,"41.8056, -87.5864",Congressional District: 1,NA,NA,NA,9mm
2014-06-03,Georgia,Atlanta,1,4,http://www.gunviolencearchive.org/incident/142818,5,"33.7555, -84.3771",Congressional District: 5,NA,NA,NA,NA
2014-06-02,Illinois,Chicago,0,7,http://www.gunviolencearchive.org/incident/142076,7,"41.7519, -87.559",Congressional District: 2,NA,NA,NA,NA
2014-06-01,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/141382,6,"41.8895, -87.7505",Congressional District: 7,NA,NA,NA,NA
2014-06-01,California,Sacramento,0,4,http://www.gunviolencearchive.org/incident/141792,4,"38.5081, -121.452",Congressional District: 6,NA,NA,NA,NA
2014-05-31,California,San Bernardino,1,3,http://www.gunviolencearchive.org/incident/153532,4,"34.1075, -117.291",Congressional District: 31,NA,NA,NA,NA
2014-05-25,Ohio,Toledo,1,3,http://www.gunviolencearchive.org/incident/139281,4,"41.6617, -83.5864",Congressional District: 9,NA,NA,NA,NA
2014-05-24,South Carolina,Myrtle Beach,3,1,http://www.gunviolencearchive.org/incident/138645,4,"33.684, -78.8883",Congressional District: 7,NA,NA,NA,NA
2014-05-24,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/138567,4,"42.3983, -83.1876",Congressional District: 14,NA,NA,NA,NA
2014-05-23,California,Goleta (Isla Vista),4,8,http://www.gunviolencearchive.org/incident/138282,12,"34.4144, -119.857",Congressional District: 24,NA,NA,NA,NA
2014-05-23,Louisiana,New Orleans,1,7,http://www.gunviolencearchive.org/incident/140185,8,"30.0227, -90.0508",Congressional District: 2,NA,NA,NA,NA
2014-05-23,California,Bellflower,2,2,http://www.gunviolencearchive.org/incident/138370,4,"33.8821, -118.131",Congressional District: 38,NA,NA,NA,NA
2014-05-21,Texas,Dallas,1,3,http://www.gunviolencearchive.org/incident/142123,4,"32.6941, -96.8268",Congressional District: 30,NA,NA,NA,NA
2014-05-18,Ohio,Sandusky,0,7,http://www.gunviolencearchive.org/incident/135904,7,"41.4425, -82.6854",Congressional District: 9,NA,NA,NA,NA
2014-05-17,California,Coachella,1,3,http://www.gunviolencearchive.org/incident/136567,4,"33.6849, -116.188",Congressional District: 36,NA,NA,NA,NA
2014-05-17,District of Columbia,Washington,0,5,http://www.gunviolencearchive.org/incident/136163,5,"38.9192, -76.9749",Congressional District: 1,NA,NA,NA,NA
2014-05-13,Georgia,Atlanta,0,5,http://www.gunviolencearchive.org/incident/134823,5,"33.6982, -84.4862",Congressional District: 5,NA,NA,NA,NA
2014-05-12,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/134591,4,"41.8481, -87.71",Congressional District: 4,NA,NA,NA,NA
2014-05-11,California,Sacramento,1,6,http://www.gunviolencearchive.org/incident/134162,7,"38.6235, -121.525",Congressional District: 6,NA,NA,NA,NA
2014-05-11,Tennessee,Memphis,0,7,http://www.gunviolencearchive.org/incident/134238,7,"35.1688, -89.9749",Congressional District: 9,NA,NA,NA,NA
2014-05-10,Georgia,Stone Mountain,1,3,http://www.gunviolencearchive.org/incident/134044,4,"33.7622, -84.2059",Congressional District: 4,NA,NA,NA,NA
2014-05-10,Georgia,Decatur,2,3,http://www.gunviolencearchive.org/incident/134052,5,"33.7303, -84.2573",Congressional District: 4,NA,NA,NA,NA
2014-05-10,California,Sacramento,1,6,http://www.gunviolencearchive.org/incident/156823,7,"38.6051, -121.505",Congressional District: 6,NA,NA,NA,NA
2014-05-04,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/131697,4,"41.8939, -87.6414",Congressional District: 7,NA,NA,NA,NA
2014-05-04,Colorado,Wheat Ridge,0,4,http://www.gunviolencearchive.org/incident/132897,4,"39.7779, -105.136",Congressional District: 7,NA,NA,NA,NA
2014-05-03,Arkansas,Jonesboro,4,4,http://www.gunviolencearchive.org/incident/131998,8,"35.8423, -90.7043",Congressional District: 1,NA,NA,NA,NA
2014-04-30,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/130933,4,"41.7644, -87.5658",Congressional District: 2,NA,NA,NA,NA
2014-04-29,Georgia,Kennesaw,1,6,http://www.gunviolencearchive.org/incident/130232,7,"34.0105, -84.5977",Congressional District: 11,NA,NA,NA,NA
2014-04-27,New York,Troy,0,5,http://www.gunviolencearchive.org/incident/129730,5,"42.7208, -73.6913",Congressional District: 20,NA,NA,NA,NA
2014-04-25,Tennessee,Memphis,2,3,http://www.gunviolencearchive.org/incident/128871,5,"35.1735, -89.9907",Congressional District: 9,NA,NA,NA,NA
2014-04-22,California,Los Angeles,1,3,http://www.gunviolencearchive.org/incident/173109,4,"33.9811, -118.334",Congressional District: 37,NA,NA,NA,NA
2014-04-20,Illinois,Montgomery,0,6,http://www.gunviolencearchive.org/incident/127045,6,"41.7289, -88.3104",Congressional District: 11,NA,NA,NA,NA
2014-04-20,Florida,Tampa,2,2,http://www.gunviolencearchive.org/incident/127381,4,"27.9704, -82.4249",Congressional District: 14,NA,NA,NA,NA
2014-04-20,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/127413,5,"41.7748, -87.6231",Congressional District: 1,NA,NA,NA,NA
2014-04-14,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/156828,4,"38.9412, -76.9783",Congressional District: 1,NA,NA,NA,NA
2014-04-12,Louisiana,New Orleans,1,3,http://www.gunviolencearchive.org/incident/125028,4,"29.9716, -90.0609",Congressional District: 2,NA,NA,NA,NA
2014-04-11,Indiana,Richmond,0,4,http://www.gunviolencearchive.org/incident/124146,4,"39.8386, -84.8816",Congressional District: 6,NA,NA,NA,NA
2014-04-09,Tennessee,Lookout Valley,3,1,http://www.gunviolencearchive.org/incident/123891,4,"35.0247, -85.3877",Congressional District: 3,NA,NA,NA,NA
2014-04-09,Illinois,Rockford,0,4,http://www.gunviolencearchive.org/incident/124131,4,"42.2788, -89.1184",Congressional District: 17,NA,NA,NA,NA
2014-04-07,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/123008,4,"29.9734, -90.1072",Congressional District: 2,NA,NA,NA,NA
2014-04-06,Massachusetts,Springfield,0,4,http://www.gunviolencearchive.org/incident/123666,4,"42.1031, -72.5937",Congressional District: 1,NA,NA,NA,NA
2014-04-06,Oklahoma,Oklahoma City,0,4,http://www.gunviolencearchive.org/incident/125863,4,"35.4325, -97.5833",Congressional District: 5,NA,NA,NA,NA
2014-04-05,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/122136,6,"41.8789, -87.7338",Congressional District: 7,NA,NA,NA,NA
2014-04-05,Arizona,Phoenix,1,3,http://www.gunviolencearchive.org/incident/122612,4,"33.4642, -112.178",Congressional District: 7,NA,NA,NA,NA
2014-04-05,California,Fairfield,0,4,http://www.gunviolencearchive.org/incident/122672,4,"38.2787, -122.037",Congressional District: 3,NA,NA,NA,NA
2014-04-02,Texas,Fort Hood,4,16,http://www.gunviolencearchive.org/incident/121031,20,"31.133, -97.7944",Congressional District: 25,NA,NA,NA,45 Auto
2014-03-30,North Carolina,Charlotte,0,5,http://www.gunviolencearchive.org/incident/120303,5,"35.3053, -80.857",Congressional District: 12,NA,NA,NA,NA
2014-03-30,Mississippi,Starkville,0,5,http://www.gunviolencearchive.org/incident/120621,5,"33.4525, -88.8175",Congressional District: 3,NA,NA,NA,NA
2014-03-23,Texas,Arlington,1,3,http://www.gunviolencearchive.org/incident/117818,4,"32.7548, -97.0607",Congressional District: 6,NA,NA,NA,NA
2014-03-23,California,San Francisco,0,7,http://www.gunviolencearchive.org/incident/117914,7,"37.7832, -122.411",Congressional District: 12,NA,NA,NA,NA
2014-03-23,California,Long Beach,1,3,http://www.gunviolencearchive.org/incident/172722,4,"33.7749, -118.189",Congressional District: 47,NA,NA,NA,NA
2014-03-21,South Carolina,North Charleston,0,4,http://www.gunviolencearchive.org/incident/117642,4,"32.9033, -80.0788",Congressional District: 6,NA,NA,NA,NA
2014-03-16,Texas,Beaumont,3,1,http://www.gunviolencearchive.org/incident/117591,4,"30.0588, -94.1156",Congressional District: 14,NA,NA,Handgun,NA
2014-03-16,Georgia,Waynesboro,0,4,http://www.gunviolencearchive.org/incident/125855,4,"33.2098, -81.8474",Congressional District: 12,NA,NA,NA,NA
2014-03-14,New York,Brooklyn,0,4,http://www.gunviolencearchive.org/incident/115012,4,"40.7122, -73.9591",Congressional District: 7,NA,NA,NA,NA
2014-03-09,Ohio,Fremont,3,1,http://www.gunviolencearchive.org/incident/113156,4,"41.3483, -83.116",Congressional District: 4,NA,NA,NA,NA
2014-03-09,Texas,Austin,0,6,http://www.gunviolencearchive.org/incident/113247,6,"30.3031, -97.6572",Congressional District: 25,NA,NA,NA,NA
2014-03-08,Illinois,Chicago,0,6,http://www.gunviolencearchive.org/incident/113214,6,"41.8907, -87.7483",Congressional District: 7,NA,NA,NA,NA
2014-03-08,California,Richmond,1,3,http://www.gunviolencearchive.org/incident/113255,4,"37.9563, -122.368",Congressional District: 11,NA,NA,NA,NA
2014-03-05,South Carolina,Pelzer,3,2,http://www.gunviolencearchive.org/incident/112415,5,"34.6391, -82.4525",Congressional District: 3,NA,NA,NA,NA
2014-03-01,Pennsylvania,Pittsburgh,1,4,http://www.gunviolencearchive.org/incident/111095,5,"40.4558, -79.9028",Congressional District: 14,NA,NA,NA,NA
2014-03-01,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/111109,4,"42.3781, -83.0151",Congressional District: 13,NA,NA,NA,NA
2014-02-25,Virginia,Glade Spring,5,1,http://www.gunviolencearchive.org/incident/109957,6,"36.7843, -81.7848",Congressional District: 9,NA,NA,NA,NA
2014-02-22,California,Wilmington,0,4,http://www.gunviolencearchive.org/incident/109142,4,"33.7869, -118.278",Congressional District: 44,NA,NA,NA,NA
2014-02-20,Indiana,Indianapolis,4,0,http://www.gunviolencearchive.org/incident/108691,4,"39.717, -86.1136",Congressional District: 7,NA,NA,NA,NA
2014-02-20,California,Alturas,4,2,http://www.gunviolencearchive.org/incident/108649,6,"41.4838, -120.545",Congressional District: 1,NA,NA,NA,NA
2014-02-16,Texas,Fort Worth,1,4,http://www.gunviolencearchive.org/incident/108659,5,"32.7898, -97.3493",Congressional District: 33,NA,NA,NA,NA
2014-02-16,Florida,Orange County,1,6,http://www.gunviolencearchive.org/incident/107417,7,"28.5979, -81.2734",Congressional District: 9,NA,NA,NA,NA
2014-02-16,Florida,Jacksonville,1,4,http://www.gunviolencearchive.org/incident/107433,5,"30.3085, -81.7133",Congressional District: 4,NA,NA,NA,NA
2014-02-16,Texas,Dallas,1,7,http://www.gunviolencearchive.org/incident/107519,8,"32.7673, -96.779",Congressional District: 30,NA,NA,NA,NA
2014-02-16,Indiana,Fort Wayne,0,5,http://www.gunviolencearchive.org/incident/107673,5,"41.0173, -85.1191",Congressional District: 3,NA,NA,NA,NA
2014-02-15,Nevada,Las Vegas,0,5,http://www.gunviolencearchive.org/incident/107403,5,"36.1442, -115.137",Congressional District: 1,NA,NA,NA,NA
2014-02-12,Indiana,Gary,0,5,http://www.gunviolencearchive.org/incident/106394,5,"41.5781, -87.3371",Congressional District: 1,NA,NA,NA,NA
2014-02-12,California,Stockton,1,3,http://www.gunviolencearchive.org/incident/106243,4,"37.9595, -121.277",Congressional District: 9,NA,NA,NA,NA
2014-02-12,California,Oakland,1,3,http://www.gunviolencearchive.org/incident/106481,4,"37.7752, -122.221",Congressional District: 13,NA,NA,NA,NA
2014-02-07,Florida,Miami,0,5,http://www.gunviolencearchive.org/incident/104721,5,"25.7806, -80.263",Congressional District: 27,NA,NA,NA,NA
