date,state,city,killed,injured,incident,victims
2014-10-14,Georgia,Peachtree Corners,3,2,http://www.gunviolencearchive.org/incident/205726,5
2014-10-13,Georgia,Atlanta,0,4,http://www.gunviolencearchive.org/incident/205298,4
2014-10-12,Georgia,Atlanta,1,3,http://www.gunviolencearchive.org/incident/204477,4
2014-10-12,California,Stockton,3,1,http://www.gunviolencearchive.org/incident/204310,4
2014-10-11,New York,Utica,0,5,http://www.gunviolencearchive.org/incident/204236,5
2014-10-08,Georgia,Atlanta,0,4,http://www.gunviolencearchive.org/incident/202981,4
2014-10-08,New York,Guilderland,4,0,http://www.gunviolencearchive.org/incident/204254,4
2014-10-05,Florida,Jacksonville,3,1,http://www.gunviolencearchive.org/incident/201630,4
2014-10-05,Michigan,Detroit,1,5,http://www.gunviolencearchive.org/incident/201052,6
2014-10-04,Tennessee,Memphis,2,2,http://www.gunviolencearchive.org/incident/201648,4
2014-10-04,California,Pomona,0,4,http://www.gunviolencearchive.org/incident/201502,4
2014-09-29,South Carolina,Walterboro,1,7,http://www.gunviolencearchive.org/incident/198051,8
2014-09-29,California,Fresno,0,4,http://www.gunviolencearchive.org/incident/198527,4
2014-09-28,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/197416,4
2014-09-28,Florida,Miami,0,15,http://www.gunviolencearchive.org/incident/197384,15
2014-09-27,Missouri,Saint Louis,0,5,http://www.gunviolencearchive.org/incident/197287,5
2014-09-26,South Carolina,Darlington County,1,4,http://www.gunviolencearchive.org/incident/198064,5
2014-09-21,Ohio,East Liverpool,0,4,http://www.gunviolencearchive.org/incident/194945,4
2014-09-20,Mississippi,Panola County,2,2,http://www.gunviolencearchive.org/incident/193960,4
2014-09-19,New York,Queens,0,4,http://www.gunviolencearchive.org/incident/193570,4
2014-09-18,Florida,Bell,8,0,http://www.gunviolencearchive.org/incident/192851,8
2014-09-15,Louisiana,New Orleans,0,5,http://www.gunviolencearchive.org/incident/191416,5
2014-09-14,Texas,Flour Bluff,3,1,http://www.gunviolencearchive.org/incident/190874,4
2014-09-14,Alaska,Anchorage,0,6,http://www.gunviolencearchive.org/incident/190599,6
2014-09-11,Michigan,Detroit,1,7,http://www.gunviolencearchive.org/incident/189562,8
2014-09-06,Florida,Orlando,0,4,http://www.gunviolencearchive.org/incident/188332,4
2014-09-06,Georgia,Macon,0,5,http://www.gunviolencearchive.org/incident/186488,5
2014-09-04,Michigan,Flint,0,5,http://www.gunviolencearchive.org/incident/185393,5
2014-09-03,California,Los Angeles,0,6,http://www.gunviolencearchive.org/incident/185430,6
2014-09-02,California,Highland,0,5,http://www.gunviolencearchive.org/incident/184507,5
2014-09-02,Mississippi,Jackson,2,3,http://www.gunviolencearchive.org/incident/185196,5
2014-08-31,California,Livermore,0,5,http://www.gunviolencearchive.org/incident/183432,5
2014-08-29,Florida,Brooksville,3,1,http://www.gunviolencearchive.org/incident/182974,4
2014-08-27,Michigan,Detroit,1,3,http://www.gunviolencearchive.org/incident/181947,4
2014-08-24,Georgia,Augusta,1,3,http://www.gunviolencearchive.org/incident/180580,4
2014-08-24,California,San Fernando,3,4,http://www.gunviolencearchive.org/incident/180007,7
2014-08-24,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/180018,4
2014-08-20,Tennessee,Memphis,0,5,http://www.gunviolencearchive.org/incident/178425,5
2014-08-18,Louisiana,Saint Martinville,0,4,http://www.gunviolencearchive.org/incident/178006,4
2014-08-17,Massachusetts,Boston,0,4,http://www.gunviolencearchive.org/incident/175943,4
2014-08-17,California,East Palo Alto,1,3,http://www.gunviolencearchive.org/incident/177770,4
2014-08-17,Nevada,Las Vegas,0,4,http://www.gunviolencearchive.org/incident/175839,4
2014-08-17,New York,Queens,0,4,http://www.gunviolencearchive.org/incident/175911,4
2014-08-16,New Jersey,Plainfield,1,3,http://www.gunviolencearchive.org/incident/175779,4
2014-08-16,Utah,Salt Lake City,0,6,http://www.gunviolencearchive.org/incident/175788,6
2014-08-14,Tennessee,Memphis,1,3,http://www.gunviolencearchive.org/incident/174560,4
2014-08-13,Tennessee,Clarksville,0,4,http://www.gunviolencearchive.org/incident/174544,4
2014-08-13,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/175767,4
2014-08-12,Georgia,Cartersville,2,3,http://www.gunviolencearchive.org/incident/173628,5
2014-08-12,New York,Buffalo,1,3,http://www.gunviolencearchive.org/incident/173369,4
2014-08-10,Louisiana,New Orleans,2,5,http://www.gunviolencearchive.org/incident/172304,7
2014-08-10,California,Moreno Valley,0,7,http://www.gunviolencearchive.org/incident/172180,7
2014-08-10,District of Columbia,Washington,0,6,http://www.gunviolencearchive.org/incident/172205,6
2014-08-10,Georgia,Wrightsville,0,6,http://www.gunviolencearchive.org/incident/172288,6
2014-08-09,Minnesota,Minneapolis,1,8,http://www.gunviolencearchive.org/incident/171802,9
2014-08-08,Wisconsin,Milwaukee,0,4,http://www.gunviolencearchive.org/incident/171778,4
2014-08-08,New Mexico,Albuquerque,1,3,http://www.gunviolencearchive.org/incident/171823,4
2014-08-08,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/173786,4
2014-08-06,California,Bakersfield,3,1,http://www.gunviolencearchive.org/incident/170704,4
2014-08-04,Georgia,Atlanta,0,5,http://www.gunviolencearchive.org/incident/169326,5
2014-08-03,Texas,Humble,0,7,http://www.gunviolencearchive.org/incident/168551,7
2014-08-03,Missouri,Saint Louis,0,5,http://www.gunviolencearchive.org/incident/168786,5
2014-08-03,Virginia,Culpeper,5,0,http://www.gunviolencearchive.org/incident/168844,5
2014-08-03,Tennessee,Columbia,0,5,http://www.gunviolencearchive.org/incident/169024,5
2014-08-02,Texas,Dallas,3,1,http://www.gunviolencearchive.org/incident/167872,4
2014-08-02,Pennsylvania,Pittsburgh,1,5,http://www.gunviolencearchive.org/incident/168307,6
2014-08-02,Massachusetts,New Bedford,0,7,http://www.gunviolencearchive.org/incident/168169,7
2014-08-01,Pennsylvania,Philadelphia,1,3,http://www.gunviolencearchive.org/incident/167649,4
2014-07-30,North Carolina,Hope Mills,3,2,http://www.gunviolencearchive.org/incident/176329,5
2014-07-28,Pennsylvania,Philadelphia,1,4,http://www.gunviolencearchive.org/incident/165856,5
2014-07-27,Missouri,Saint Louis,0,5,http://www.gunviolencearchive.org/incident/165089,5
2014-07-26,Georgia,Sylvester,0,8,http://www.gunviolencearchive.org/incident/163930,8
2014-07-26,Arkansas,Pine Bluff,1,3,http://www.gunviolencearchive.org/incident/166970,4
2014-07-26,Maine,Saco,5,0,http://www.gunviolencearchive.org/incident/164513,5
2014-07-25,Illinois,Chicago,1,6,http://www.gunviolencearchive.org/incident/163874,7
2014-07-23,Pennsylvania,Braddock,0,4,http://www.gunviolencearchive.org/incident/162687,4
2014-07-21,Tennessee,Memphis,0,4,http://www.gunviolencearchive.org/incident/162008,4
2014-07-21,New Jersey,Irvington,0,6,http://www.gunviolencearchive.org/incident/161302,6
2014-07-20,Illinois,East Saint Louis,1,3,http://www.gunviolencearchive.org/incident/160998,4
2014-07-20,Nevada,Las Vegas,1,3,http://www.gunviolencearchive.org/incident/161063,4
2014-07-19,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/160488,4
2014-07-14,California,Sacramento,1,4,http://www.gunviolencearchive.org/incident/158387,5
2014-07-13,Connecticut,Stamford,0,5,http://www.gunviolencearchive.org/incident/158589,5
2014-07-13,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/159291,4
2014-07-13,Washington,Skyway,0,5,http://www.gunviolencearchive.org/incident/158306,5
2014-07-12,California,Pasadena,3,2,http://www.gunviolencearchive.org/incident/157857,5
2014-07-11,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/157580,4
2014-07-09,Texas,Spring,6,1,http://www.gunviolencearchive.org/incident/156670,7
2014-07-08,Rhode Island,Providence,0,5,http://www.gunviolencearchive.org/incident/156468,5
2014-07-07,Kentucky,Stopover,0,4,http://www.gunviolencearchive.org/incident/162305,4
2014-07-07,California,San Bernardino,1,4,http://www.gunviolencearchive.org/incident/155943,5
2014-07-06,Florida,Miami,2,2,http://www.gunviolencearchive.org/incident/156125,4
2014-07-06,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/155412,4
2014-07-06,New York,Buffalo,0,4,http://www.gunviolencearchive.org/incident/155755,4
2014-07-05,Michigan,Kalamazoo,0,4,http://www.gunviolencearchive.org/incident/154762,4
2014-07-05,Virginia,Norfolk,0,7,http://www.gunviolencearchive.org/incident/154834,7
2014-07-05,Oregon,Portland,1,4,http://www.gunviolencearchive.org/incident/154971,5
2014-07-05,Illinois,Centreville,0,5,http://www.gunviolencearchive.org/incident/158055,5
2014-07-05,Indiana,Indianapolis,0,7,http://www.gunviolencearchive.org/incident/154721,7
2014-07-05,Texas,Houston,0,6,http://www.gunviolencearchive.org/incident/154803,6
2014-07-04,Virginia,Norfolk,0,5,http://www.gunviolencearchive.org/incident/154844,5
2014-07-02,Pennsylvania,Chester,0,5,http://www.gunviolencearchive.org/incident/156834,5
2014-06-30,Kentucky,Lexington,1,3,http://www.gunviolencearchive.org/incident/153275,4
2014-06-29,Louisiana,New Orleans,1,9,http://www.gunviolencearchive.org/incident/152468,10
2014-06-29,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/153648,4
2014-06-29,California,Los Angeles,1,5,http://www.gunviolencearchive.org/incident/152693,6
2014-06-28,California,Antioch,0,7,http://www.gunviolencearchive.org/incident/152960,7
2014-06-28,New York,Manhattan,0,4,http://www.gunviolencearchive.org/incident/153578,4
2014-06-27,California,San Diego,1,3,http://www.gunviolencearchive.org/incident/152722,4
2014-06-26,Wisconsin,Milwaukee,0,5,http://www.gunviolencearchive.org/incident/151659,5
2014-06-26,Michigan,Detroit,2,2,http://www.gunviolencearchive.org/incident/157018,4
2014-06-25,Massachusetts,Lowell,0,5,http://www.gunviolencearchive.org/incident/151475,5
2014-06-24,Florida,Miami,2,7,http://www.gunviolencearchive.org/incident/150299,9
2014-06-22,California,Windsor,1,3,http://www.gunviolencearchive.org/incident/154136,4
2014-06-21,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/149954,4
2014-06-21,Tennessee,Memphis,0,5,http://www.gunviolencearchive.org/incident/150344,5
2014-06-20,Maryland,Seat Pleasant,0,4,http://www.gunviolencearchive.org/incident/157013,4
2014-06-15,Indiana,Kokomo,0,4,http://www.gunviolencearchive.org/incident/146565,4
2014-06-15,Illinois,Park Forest,0,4,http://www.gunviolencearchive.org/incident/146586,4
2014-06-13,California,Los Angeles,3,1,http://www.gunviolencearchive.org/incident/149706,4
2014-06-09,New Jersey,Paterson,0,6,http://www.gunviolencearchive.org/incident/156245,6
2014-06-08,Alabama,Opp,1,4,http://www.gunviolencearchive.org/incident/144565,5
2014-06-07,South Carolina,Moncks Corner,1,5,http://www.gunviolencearchive.org/incident/143723,6
2014-06-07,Michigan,Oak Park,1,3,http://www.gunviolencearchive.org/incident/143979,4
2014-06-04,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/142822,4
2014-06-03,Georgia,Atlanta,1,4,http://www.gunviolencearchive.org/incident/142818,5
2014-06-02,Illinois,Chicago,0,7,http://www.gunviolencearchive.org/incident/142076,7
2014-06-01,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/141382,6
2014-06-01,California,Sacramento,0,4,http://www.gunviolencearchive.org/incident/141792,4
2014-05-31,California,San Bernardino,1,3,http://www.gunviolencearchive.org/incident/153532,4
2014-05-25,Ohio,Toledo,1,3,http://www.gunviolencearchive.org/incident/139281,4
2014-05-24,South Carolina,Myrtle Beach,3,1,http://www.gunviolencearchive.org/incident/138645,4
2014-05-24,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/138567,4
2014-05-23,California,Goleta (Isla Vista),4,8,http://www.gunviolencearchive.org/incident/138282,12
2014-05-23,Louisiana,New Orleans,1,7,http://www.gunviolencearchive.org/incident/140185,8
2014-05-23,California,Bellflower,2,2,http://www.gunviolencearchive.org/incident/138370,4
2014-05-21,Texas,Dallas,1,3,http://www.gunviolencearchive.org/incident/142123,4
2014-05-18,Ohio,Sandusky,0,7,http://www.gunviolencearchive.org/incident/135904,7
2014-05-17,California,Coachella,1,3,http://www.gunviolencearchive.org/incident/136567,4
2014-05-17,District of Columbia,Washington,0,5,http://www.gunviolencearchive.org/incident/136163,5
2014-05-13,Georgia,Atlanta,0,5,http://www.gunviolencearchive.org/incident/134823,5
2014-05-12,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/134591,4
2014-05-11,California,Sacramento,1,6,http://www.gunviolencearchive.org/incident/134162,7
2014-05-11,Tennessee,Memphis,0,7,http://www.gunviolencearchive.org/incident/134238,7
2014-05-10,Georgia,Stone Mountain,1,3,http://www.gunviolencearchive.org/incident/134044,4
2014-05-10,Georgia,Decatur,2,3,http://www.gunviolencearchive.org/incident/134052,5
2014-05-10,California,Sacramento,1,6,http://www.gunviolencearchive.org/incident/156823,7
2014-05-04,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/131697,4
2014-05-04,Colorado,Wheat Ridge,0,4,http://www.gunviolencearchive.org/incident/132897,4
2014-05-03,Arkansas,Jonesboro,4,4,http://www.gunviolencearchive.org/incident/131998,8
2014-04-30,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/130933,4
2014-04-29,Georgia,Kennesaw,1,6,http://www.gunviolencearchive.org/incident/130232,7
2014-04-27,New York,Troy,0,5,http://www.gunviolencearchive.org/incident/129730,5
2014-04-25,Tennessee,Memphis,2,3,http://www.gunviolencearchive.org/incident/128871,5
2014-04-22,California,Los Angeles,1,3,http://www.gunviolencearchive.org/incident/173109,4
2014-04-20,Illinois,Montgomery,0,6,http://www.gunviolencearchive.org/incident/127045,6
2014-04-20,Florida,Tampa,2,2,http://www.gunviolencearchive.org/incident/127381,4
2014-04-20,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/127413,5
2014-04-14,District of Columbia,Washington,0,4,http://www.gunviolencearchive.org/incident/156828,4
2014-04-12,Louisiana,New Orleans,1,3,http://www.gunviolencearchive.org/incident/125028,4
2014-04-11,Indiana,Richmond,0,4,http://www.gunviolencearchive.org/incident/124146,4
2014-04-09,Tennessee,Lookout Valley,3,1,http://www.gunviolencearchive.org/incident/123891,4
2014-04-09,Illinois,Rockford,0,4,http://www.gunviolencearchive.org/incident/124131,4
2014-04-07,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/123008,4
2014-04-06,Massachusetts,Springfield,0,4,http://www.gunviolencearchive.org/incident/123666,4
2014-04-06,Oklahoma,Oklahoma City,0,4,http://www.gunviolencearchive.org/incident/125863,4
2014-04-05,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/122136,6
2014-04-05,Arizona,Phoenix,1,3,http://www.gunviolencearchive.org/incident/122612,4
2014-04-05,California,Fairfield,0,4,http://www.gunviolencearchive.org/incident/122672,4
2014-04-02,Texas,Fort Hood,4,16,http://www.gunviolencearchive.org/incident/121031,20
2014-03-30,North Carolina,Charlotte,0,5,http://www.gunviolencearchive.org/incident/120303,5
2014-03-30,Mississippi,Starkville,0,5,http://www.gunviolencearchive.org/incident/120621,5
2014-03-23,Texas,Arlington,1,3,http://www.gunviolencearchive.org/incident/117818,4
2014-03-23,California,San Francisco,0,7,http://www.gunviolencearchive.org/incident/117914,7
2014-03-23,California,Long Beach,1,3,http://www.gunviolencearchive.org/incident/172722,4
2014-03-21,South Carolina,North Charleston,0,4,http://www.gunviolencearchive.org/incident/117642,4
2014-03-16,Texas,Beaumont,3,1,http://www.gunviolencearchive.org/incident/117591,4
2014-03-16,Georgia,Waynesboro,0,4,http://www.gunviolencearchive.org/incident/125855,4
2014-03-14,New York,Brooklyn,0,4,http://www.gunviolencearchive.org/incident/115012,4
2014-03-09,Ohio,Fremont,3,1,http://www.gunviolencearchive.org/incident/113156,4
2014-03-09,Texas,Austin,0,6,http://www.gunviolencearchive.org/incident/113247,6
2014-03-08,Illinois,Chicago,0,6,http://www.gunviolencearchive.org/incident/113214,6
2014-03-08,California,Richmond,1,3,http://www.gunviolencearchive.org/incident/113255,4
2014-03-05,South Carolina,Pelzer,3,2,http://www.gunviolencearchive.org/incident/112415,5
2014-03-01,Pennsylvania,Pittsburgh,1,4,http://www.gunviolencearchive.org/incident/111095,5
2014-03-01,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/111109,4
2014-02-25,Virginia,Glade Spring,5,1,http://www.gunviolencearchive.org/incident/109957,6
2014-02-22,California,Wilmington,0,4,http://www.gunviolencearchive.org/incident/109142,4
2014-02-20,Indiana,Indianapolis,4,0,http://www.gunviolencearchive.org/incident/108691,4
2014-02-20,California,Alturas,4,2,http://www.gunviolencearchive.org/incident/108649,6
2014-02-16,Texas,Fort Worth,1,4,http://www.gunviolencearchive.org/incident/108659,5
2014-02-16,Florida,Orange County,1,6,http://www.gunviolencearchive.org/incident/107417,7
2014-02-16,Florida,Jacksonville,1,4,http://www.gunviolencearchive.org/incident/107433,5
2014-02-16,Texas,Dallas,1,7,http://www.gunviolencearchive.org/incident/107519,8
2014-02-16,Indiana,Fort Wayne,0,5,http://www.gunviolencearchive.org/incident/107673,5
2014-02-15,Nevada,Las Vegas,0,5,http://www.gunviolencearchive.org/incident/107403,5
2014-02-12,Indiana,Gary,0,5,http://www.gunviolencearchive.org/incident/106394,5
2014-02-12,California,Stockton,1,3,http://www.gunviolencearchive.org/incident/106243,4
2014-02-12,California,Oakland,1,3,http://www.gunviolencearchive.org/incident/106481,4
2014-02-07,Florida,Miami,0,5,http://www.gunviolencearchive.org/incident/104721,5
2014-02-06,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/105010,4
2014-02-05,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/104218,4
2014-02-03,Indiana,Franklin,3,2,http://www.gunviolencearchive.org/incident/103698,5
2014-01-27,North Carolina,Rocky Mount,0,4,http://www.gunviolencearchive.org/incident/101301,4
2014-01-27,Washington,Seattle,1,4,http://www.gunviolencearchive.org/incident/113665,5
2014-01-25,Illinois,Chicago,1,4,http://www.gunviolencearchive.org/incident/100434,5
2014-01-25,Florida,Belle Glade,0,4,http://www.gunviolencearchive.org/incident/100568,4
2014-01-21,New Jersey,Newark,2,3,http://www.gunviolencearchive.org/incident/98836,5
2014-01-20,Virginia,Manassas,0,4,http://www.gunviolencearchive.org/incident/104902,4
2014-01-16,Utah,Spanish Fork,5,0,http://www.gunviolencearchive.org/incident/97365,5
2014-01-16,Oklahoma,Ardmore,2,4,http://www.gunviolencearchive.org/incident/97407,6
2014-01-14,California,Los Angeles,0,4,http://www.gunviolencearchive.org/incident/96792,4
2014-01-13,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/96185,4
2014-01-12,Louisiana,Tallulah,0,6,http://www.gunviolencearchive.org/incident/95500,6
2014-01-12,Alabama,Huntsville,0,5,http://www.gunviolencearchive.org/incident/95550,5
2014-01-12,Illinois,Elgin,0,5,http://www.gunviolencearchive.org/incident/95579,5
2014-01-03,New York,Queens,1,3,http://www.gunviolencearchive.org/incident/92704,4
2014-01-01,Virginia,Norfolk,2,2,http://www.gunviolencearchive.org/incident/92194,4
2015-12-31,Louisiana,New Orleans,0,6,http://www.gunviolencearchive.org/incident/476321,6
2015-12-27,Tennessee,Jackson,0,4,http://www.gunviolencearchive.org/incident/473882,4
2015-12-26,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/472268,4
2015-12-25,Florida,Jacksonville,0,4,http://www.gunviolencearchive.org/incident/471867,4
2015-12-25,Alabama,Mobile,0,4,http://www.gunviolencearchive.org/incident/471860,4
2015-12-21,California,San Leandro,0,4,http://www.gunviolencearchive.org/incident/469468,4
2015-12-20,North Carolina,Wilmington,1,4,http://www.gunviolencearchive.org/incident/468968,5
2015-12-20,Florida,Miami (Goulds),1,4,http://www.gunviolencearchive.org/incident/468787,5
2015-12-20,Florida,Miami-dade (county),0,4,http://www.gunviolencearchive.org/incident/469614,4
2015-12-13,California,Los Angeles,1,3,http://www.gunviolencearchive.org/incident/464665,4
2015-12-13,California,Huntington Beach,0,4,http://www.gunviolencearchive.org/incident/464945,4
2015-12-12,Georgia,Savannah,0,4,http://www.gunviolencearchive.org/incident/464002,4
2015-12-12,Illinois,Lovejoy (Brooklyn),1,3,http://www.gunviolencearchive.org/incident/465117,4
2015-12-11,Maryland,Baltimore,1,3,http://www.gunviolencearchive.org/incident/463642,4
2015-12-11,Pennsylvania,Pittsburgh (Mount Oliver),0,4,http://www.gunviolencearchive.org/incident/463734,4
2015-12-08,Ohio,Cincinnati (Fairmount),1,3,http://www.gunviolencearchive.org/incident/461476,4
2015-12-06,Louisiana,Raceland,1,3,http://www.gunviolencearchive.org/incident/460049,4
2015-12-06,Nebraska,Omaha,2,3,http://www.gunviolencearchive.org/incident/460386,5
2015-12-02,California,San Bernardino,16,19,http://www.gunviolencearchive.org/incident/456893,35
2015-12-02,Georgia,Savannah,1,3,http://www.gunviolencearchive.org/incident/457037,4
2015-11-29,Illinois,Kankakee,0,5,http://www.gunviolencearchive.org/incident/455394,5
2015-11-27,Colorado,Colorado Springs,3,9,http://www.gunviolencearchive.org/incident/454059,12
2015-11-27,California,Sacramento,2,2,http://www.gunviolencearchive.org/incident/455684,4
2015-11-24,South Carolina,Horry (county),0,4,http://www.gunviolencearchive.org/incident/454788,4
2015-11-23,Ohio,Columbus,4,1,http://www.gunviolencearchive.org/incident/452007,5
2015-11-23,Minnesota,Minneapolis,0,5,http://www.gunviolencearchive.org/incident/452120,5
2015-11-22,Texas,Brownsville,0,4,http://www.gunviolencearchive.org/incident/453317,4
2015-11-22,Washington,Seattle,0,4,http://www.gunviolencearchive.org/incident/451338,4
2015-11-22,New York,Newburgh,0,5,http://www.gunviolencearchive.org/incident/451305,5
2015-11-22,South Carolina,North Charleston,1,3,http://www.gunviolencearchive.org/incident/452362,4
2015-11-22,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/451349,4
2015-11-22,Louisiana,New Orleans,0,17,http://www.gunviolencearchive.org/incident/451495,17
2015-11-21,Maryland,Baltimore,1,3,http://www.gunviolencearchive.org/incident/451057,4
2015-11-20,Pennsylvania,Pittsburgh,1,3,http://www.gunviolencearchive.org/incident/450505,4
2015-11-18,California,Fresno,0,5,http://www.gunviolencearchive.org/incident/449814,5
2015-11-16,Alabama,Cherokee (county),3,1,http://www.gunviolencearchive.org/incident/448653,4
2015-11-15,Texas,Tennessee Colony,5,0,http://www.gunviolencearchive.org/incident/448419,5
2015-11-15,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/448286,4
2015-11-14,Pennsylvania,Johnstown,0,4,http://www.gunviolencearchive.org/incident/447462,4
2015-11-13,Florida,Jacksonville,4,1,http://www.gunviolencearchive.org/incident/446996,5
2015-11-09,Indiana,Indianapolis,2,2,http://www.gunviolencearchive.org/incident/444458,4
2015-11-08,Iowa,Des Moines,1,3,http://www.gunviolencearchive.org/incident/443821,4
2015-11-08,Michigan,Warren,0,4,http://www.gunviolencearchive.org/incident/444168,4
2015-11-07,Colorado,Denver,1,3,http://www.gunviolencearchive.org/incident/443652,4
2015-11-06,California,Bakersfield,0,4,http://www.gunviolencearchive.org/incident/444406,4
2015-11-03,Florida,Jacksonville,2,3,http://www.gunviolencearchive.org/incident/441681,5
2015-11-02,South Carolina,Pendleton,4,0,http://www.gunviolencearchive.org/incident/440743,4
2015-10-28,Louisiana,Houma,1,3,http://www.gunviolencearchive.org/incident/438651,4
2015-10-27,Texas,Fort Worth,0,5,http://www.gunviolencearchive.org/incident/437836,5
2015-10-26,Indiana,Evansville,0,5,http://www.gunviolencearchive.org/incident/437323,5
2015-10-25,North Carolina,Four Oaks,0,5,http://www.gunviolencearchive.org/incident/436202,5
2015-10-25,Arizona,Phoenix,1,4,http://www.gunviolencearchive.org/incident/436234,5
2015-10-25,District of Columbia,Washington,0,5,http://www.gunviolencearchive.org/incident/436240,5
2015-10-24,South Carolina,Bamberg,0,4,http://www.gunviolencearchive.org/incident/436219,4
2015-10-22,Tennessee,Nashville,1,3,http://www.gunviolencearchive.org/incident/435144,4
2015-10-19,Illinois,Calumet City,0,6,http://www.gunviolencearchive.org/incident/433146,6
2015-10-18,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/432711,4
2015-10-17,Indiana,Elkhart,0,4,http://www.gunviolencearchive.org/incident/432072,4
2015-10-17,Florida,Fort Myers,1,4,http://www.gunviolencearchive.org/incident/432466,5
2015-10-12,Georgia,Decatur,0,4,http://www.gunviolencearchive.org/incident/429410,4
2015-10-10,Tennessee,Memphis,0,6,http://www.gunviolencearchive.org/incident/428215,6
2015-10-10,North Carolina,Charlotte,0,4,http://www.gunviolencearchive.org/incident/428247,4
2015-10-10,Illinois,Peoria,1,3,http://www.gunviolencearchive.org/incident/429614,4
2015-10-09,Arizona,Flagstaff,1,3,http://www.gunviolencearchive.org/incident/427621,4
2015-10-06,Maryland,Baltimore,0,5,http://www.gunviolencearchive.org/incident/426256,5
2015-10-02,Maryland,Baltimore,1,4,http://www.gunviolencearchive.org/incident/424224,5
2015-10-01,Oregon,Roseburg,10,9,http://www.gunviolencearchive.org/incident/423223,19
2015-09-28,Ohio,Cincinnati (Evanston),0,5,http://www.gunviolencearchive.org/incident/421650,5
2015-09-28,Illinois,Chicago,3,2,http://www.gunviolencearchive.org/incident/422064,5
2015-09-28,Illinois,Chicago,2,3,http://www.gunviolencearchive.org/incident/422035,5
2015-09-28,Ohio,Dayton,0,4,http://www.gunviolencearchive.org/incident/422020,4
2015-09-27,Georgia,Greenville,0,10,http://www.gunviolencearchive.org/incident/421014,10
2015-09-27,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/421358,4
2015-09-27,Missouri,Kansas City,0,4,http://www.gunviolencearchive.org/incident/420855,4
2015-09-25,Illinois,Danville,0,4,http://www.gunviolencearchive.org/incident/426559,4
2015-09-24,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/419718,5
2015-09-23,Louisiana,Shreveport,0,5,http://www.gunviolencearchive.org/incident/419250,5
2015-09-23,Florida,Fort Myers,0,4,http://www.gunviolencearchive.org/incident/418964,4
2015-09-23,Georgia,Norcross,1,3,http://www.gunviolencearchive.org/incident/419826,4
2015-09-20,Pennsylvania,Philadelphia,1,3,http://www.gunviolencearchive.org/incident/417284,4
2015-09-20,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/416872,6
2015-09-20,Oklahoma,Tulsa,0,6,http://www.gunviolencearchive.org/incident/417013,6
2015-09-19,Indiana,Indianapolis,1,3,http://www.gunviolencearchive.org/incident/416812,4
2015-09-17,South Dakota,Geddes,6,0,http://www.gunviolencearchive.org/incident/418318,6
2015-09-17,Michigan,Albion,0,4,http://www.gunviolencearchive.org/incident/415687,4
2015-09-15,New Jersey,Newark,0,4,http://www.gunviolencearchive.org/incident/414580,4
2015-09-13,Florida,Ocala,1,5,http://www.gunviolencearchive.org/incident/413001,6
2015-09-12,Louisiana,Shreveport,0,4,http://www.gunviolencearchive.org/incident/412996,4
2015-09-12,New York,Rochester,2,4,http://www.gunviolencearchive.org/incident/412487,6
2015-09-12,Minnesota,Minneapolis,0,6,http://www.gunviolencearchive.org/incident/412529,6
2015-09-12,Minnesota,Minneapolis,1,3,http://www.gunviolencearchive.org/incident/412539,4
2015-09-11,North Carolina,Charlotte,0,5,http://www.gunviolencearchive.org/incident/412557,5
2015-09-10,Minnesota,Excelsior (Greenwood),5,0,http://www.gunviolencearchive.org/incident/412040,5
2015-09-08,Georgia,Berlin,0,4,http://www.gunviolencearchive.org/incident/411888,4
