date,state,city,killed,injured,incident,victims
2015-09-08,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/409856,4
2015-09-07,Indiana,Gary,2,4,http://www.gunviolencearchive.org/incident/409732,6
2015-09-07,Colorado,Denver,0,4,http://www.gunviolencearchive.org/incident/409601,4
2015-09-05,North Carolina,Charlotte,1,3,http://www.gunviolencearchive.org/incident/408449,4
2015-09-05,Florida,Daytona Beach,0,4,http://www.gunviolencearchive.org/incident/408276,4
2015-09-05,Nevada,Las Vegas,1,3,http://www.gunviolencearchive.org/incident/409101,4
2015-09-05,Missouri,Columbia,0,4,http://www.gunviolencearchive.org/incident/408256,4
2015-08-30,Tennessee,Memphis,1,4,http://www.gunviolencearchive.org/incident/404167,5
2015-08-29,Tennessee,Bristol,3,2,http://www.gunviolencearchive.org/incident/404238,5
2015-08-29,Texas,Tyler,1,3,http://www.gunviolencearchive.org/incident/405133,4
2015-08-28,New York,Brooklyn,1,3,http://www.gunviolencearchive.org/incident/403069,4
2015-08-27,California,Salinas,2,2,http://www.gunviolencearchive.org/incident/403669,4
2015-08-26,Illinois,Chicago,2,2,http://www.gunviolencearchive.org/incident/402113,4
2015-08-26,Minnesota,Minneapolis (Brooklyn Center),0,4,http://www.gunviolencearchive.org/incident/401884,4
2015-08-26,Florida,West Palm Beach,2,2,http://www.gunviolencearchive.org/incident/402051,4
2015-08-25,Louisiana,New Orleans,1,3,http://www.gunviolencearchive.org/incident/402108,4
2015-08-23,California,Modesto,1,7,http://www.gunviolencearchive.org/incident/400091,8
2015-08-22,Florida,Orlando (Pine Hills),0,4,http://www.gunviolencearchive.org/incident/399883,4
2015-08-22,New Mexico,Roswell,3,1,http://www.gunviolencearchive.org/incident/399564,4
2015-08-21,North Carolina,Durham,0,8,http://www.gunviolencearchive.org/incident/399212,8
2015-08-21,Ohio,Cincinnati,2,5,http://www.gunviolencearchive.org/incident/399367,7
2015-08-20,Texas,Grulla (La Grulla),2,2,http://www.gunviolencearchive.org/incident/398975,4
2015-08-19,New York,Rochester,3,4,http://www.gunviolencearchive.org/incident/398361,7
2015-08-16,Texas,Fort Worth,0,6,http://www.gunviolencearchive.org/incident/395844,6
2015-08-16,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/395757,4
2015-08-16,South Carolina,Bennettsville,0,5,http://www.gunviolencearchive.org/incident/395718,5
2015-08-15,Pennsylvania,Pittsburgh,1,3,http://www.gunviolencearchive.org/incident/395837,4
2015-08-15,California,Los Angeles,0,4,http://www.gunviolencearchive.org/incident/395694,4
2015-08-15,South Carolina,Orangeburg,1,3,http://www.gunviolencearchive.org/incident/395549,4
2015-08-10,California,Long Beach,0,4,http://www.gunviolencearchive.org/incident/392131,4
2015-08-09,Mississippi,Forest,1,3,http://www.gunviolencearchive.org/incident/391263,4
2015-08-09,Michigan,Detroit,1,3,http://www.gunviolencearchive.org/incident/391219,4
2015-08-09,Missouri,Kansas City,0,4,http://www.gunviolencearchive.org/incident/391014,4
2015-08-08,North Carolina,Gastonia,2,3,http://www.gunviolencearchive.org/incident/390914,5
2015-08-08,Arkansas,Blytheville,1,11,http://www.gunviolencearchive.org/incident/390774,12
2015-08-08,Texas,Houston,8,0,http://www.gunviolencearchive.org/incident/390526,8
2015-08-07,Vermont,Barre (Berlin),4,0,http://www.gunviolencearchive.org/incident/390050,4
2015-08-06,South Carolina,Columbia,0,4,http://www.gunviolencearchive.org/incident/389057,4
2015-08-04,Missouri,Saint Louis,1,4,http://www.gunviolencearchive.org/incident/389149,5
2015-08-03,New York,Brooklyn,0,5,http://www.gunviolencearchive.org/incident/387194,5
2015-08-02,New York,Brooklyn,0,9,http://www.gunviolencearchive.org/incident/385779,9
2015-08-02,Maryland,Baltimore,0,7,http://www.gunviolencearchive.org/incident/386140,7
2015-08-02,Illinois,Chicago,1,4,http://www.gunviolencearchive.org/incident/385824,5
2015-08-02,Georgia,Savannah,0,5,http://www.gunviolencearchive.org/incident/386066,5
2015-08-02,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/401742,4
2015-08-01,Florida,Orlando,0,4,http://www.gunviolencearchive.org/incident/386937,4
2015-07-30,Pennsylvania,Pittsburgh,0,4,http://www.gunviolencearchive.org/incident/384662,4
2015-07-27,Illinois,Rockford,0,5,http://www.gunviolencearchive.org/incident/382459,5
2015-07-26,Missouri,Kansas City,2,3,http://www.gunviolencearchive.org/incident/381814,5
2015-07-26,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/382170,4
2015-07-25,Virginia,Hopewell,0,4,http://www.gunviolencearchive.org/incident/381433,4
2015-07-24,Pennsylvania,Erie,2,5,http://www.gunviolencearchive.org/incident/382413,7
2015-07-23,Louisiana,Lafayette,3,9,http://www.gunviolencearchive.org/incident/380162,12
2015-07-22,Missouri,Saint Louis,0,6,http://www.gunviolencearchive.org/incident/382230,6
2015-07-22,Georgia,Suwanee,5,0,http://www.gunviolencearchive.org/incident/379166,5
2015-07-21,Florida,Miami Gardens,1,3,http://www.gunviolencearchive.org/incident/378452,4
2015-07-20,New York,Bronx,0,6,http://www.gunviolencearchive.org/incident/377878,6
2015-07-19,Virginia,Suffolk,0,4,http://www.gunviolencearchive.org/incident/377189,4
2015-07-19,Kentucky,Louisville,0,6,http://www.gunviolencearchive.org/incident/377047,6
2015-07-19,North Carolina,Rocky Mount,0,4,http://www.gunviolencearchive.org/incident/377181,4
2015-07-18,California,San Diego,0,4,http://www.gunviolencearchive.org/incident/378102,4
2015-07-18,California,Santa Paula,0,5,http://www.gunviolencearchive.org/incident/390936,5
2015-07-18,Oregon,Salem,1,4,http://www.gunviolencearchive.org/incident/376702,5
2015-07-18,Louisiana,Baton Rouge,2,2,http://www.gunviolencearchive.org/incident/377423,4
2015-07-17,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/376211,5
2015-07-17,Ohio,Cincinnati (Westwood),0,4,http://www.gunviolencearchive.org/incident/376203,4
2015-07-16,Tennessee,Chattanooga,6,2,http://www.gunviolencearchive.org/incident/375022,8
2015-07-16,Texas,Dallas,0,5,http://www.gunviolencearchive.org/incident/375773,5
2015-07-15,Georgia,Atlanta,0,5,http://www.gunviolencearchive.org/incident/374602,5
2015-07-15,Maryland,Baltimore,1,3,http://www.gunviolencearchive.org/incident/375322,4
2015-07-15,Ohio,Cleveland,0,7,http://www.gunviolencearchive.org/incident/375412,7
2015-07-15,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/374965,4
2015-07-15,South Carolina,Holly Hill,4,1,http://www.gunviolencearchive.org/incident/374630,5
2015-07-14,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/374292,4
2015-07-13,California,Norwalk,0,4,http://www.gunviolencearchive.org/incident/373993,4
2015-07-13,California,Stockton,1,4,http://www.gunviolencearchive.org/incident/373768,5
2015-07-12,Illinois,River Forest,2,3,http://www.gunviolencearchive.org/incident/373095,5
2015-07-12,New Jersey,Jersey City,0,4,http://www.gunviolencearchive.org/incident/373063,4
2015-07-07,Ohio,Cleveland,1,3,http://www.gunviolencearchive.org/incident/370187,4
2015-07-07,Maryland,Baltimore,3,1,http://www.gunviolencearchive.org/incident/370474,4
2015-07-05,Louisiana,Shreveport,0,8,http://www.gunviolencearchive.org/incident/369014,8
2015-07-05,Indiana,Fort Wayne,0,9,http://www.gunviolencearchive.org/incident/368732,9
2015-07-05,New Jersey,East Orange,1,3,http://www.gunviolencearchive.org/incident/369196,4
2015-07-04,District of Columbia,Washington,1,3,http://www.gunviolencearchive.org/incident/368867,4
2015-07-04,Kentucky,Louisville,0,4,http://www.gunviolencearchive.org/incident/369410,4
2015-07-04,Massachusetts,Pittsfield,1,4,http://www.gunviolencearchive.org/incident/368987,5
2015-07-04,New York,Syracuse,0,4,http://www.gunviolencearchive.org/incident/368995,4
2015-07-04,Texas,San Antonio,0,4,http://www.gunviolencearchive.org/incident/369127,4
2015-07-02,Indiana,Indianapolis,1,3,http://www.gunviolencearchive.org/incident/367780,4
2015-06-29,Florida,Opa Locka,0,4,http://www.gunviolencearchive.org/incident/366046,4
2015-06-28,Michigan,Detroit,0,5,http://www.gunviolencearchive.org/incident/365391,5
2015-06-28,Illinois,Venice,0,6,http://www.gunviolencearchive.org/incident/367099,6
2015-06-28,Delaware,Harrington,0,6,http://www.gunviolencearchive.org/incident/365399,6
2015-06-27,Massachusetts,Taunton,1,3,http://www.gunviolencearchive.org/incident/364872,4
2015-06-27,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/364789,4
2015-06-24,New York,New York (Manhattan),0,4,http://www.gunviolencearchive.org/incident/363418,4
2015-06-22,Pennsylvania,Philadelphia,0,7,http://www.gunviolencearchive.org/incident/361948,7
2015-06-21,Pennsylvania,Pittsburgh (Wilkinsburg),0,4,http://www.gunviolencearchive.org/incident/366949,4
2015-06-21,Kentucky,Lexington,1,4,http://www.gunviolencearchive.org/incident/361708,5
2015-06-20,Michigan,Detroit,1,11,http://www.gunviolencearchive.org/incident/361212,12
2015-06-20,North Carolina,Morven,0,4,http://www.gunviolencearchive.org/incident/360895,4
2015-06-20,Pennsylvania,Philadelphia,0,11,http://www.gunviolencearchive.org/incident/361198,11
2015-06-19,Rhode Island,Woonsocket,0,4,http://www.gunviolencearchive.org/incident/361014,4
2015-06-17,South Carolina,Charleston,9,0,http://www.gunviolencearchive.org/incident/359830,9
2015-06-16,Florida,Miami Gardens,0,4,http://www.gunviolencearchive.org/incident/359215,4
2015-06-15,New York,Brooklyn,0,4,http://www.gunviolencearchive.org/incident/358117,4
2015-06-14,New Jersey,Camden,1,3,http://www.gunviolencearchive.org/incident/357597,4
2015-06-14,Oklahoma,Tulsa,0,4,http://www.gunviolencearchive.org/incident/357667,4
2015-06-14,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/357611,4
2015-06-13,Georgia,Fayetteville,1,4,http://www.gunviolencearchive.org/incident/357732,5
2015-06-13,Georgia,Milledgeville,1,3,http://www.gunviolencearchive.org/incident/357770,4
2015-06-13,New York,Bronx,0,5,http://www.gunviolencearchive.org/incident/357701,5
2015-06-13,Oklahoma,Oklahoma City,0,4,http://www.gunviolencearchive.org/incident/357590,4
2015-06-13,Ohio,Columbus,4,1,http://www.gunviolencearchive.org/incident/357164,5
2015-06-12,Florida,Allapattah,0,4,http://www.gunviolencearchive.org/incident/357220,4
2015-06-11,Connecticut,Bridgeport,1,8,http://www.gunviolencearchive.org/incident/356065,9
2015-06-11,Texas,Houston,1,3,http://www.gunviolencearchive.org/incident/355883,4
2015-06-10,California,Los Angeles,1,3,http://www.gunviolencearchive.org/incident/355644,4
2015-06-09,Missouri,Saint Louis,1,3,http://www.gunviolencearchive.org/incident/355267,4
2015-06-07,Montana,Deer Lodge,5,0,http://www.gunviolencearchive.org/incident/353854,5
2015-06-06,New York,Buffalo,1,4,http://www.gunviolencearchive.org/incident/353536,5
2015-06-06,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/353037,5
2015-06-05,Iowa,Davenport,0,5,http://www.gunviolencearchive.org/incident/353382,5
2015-06-05,Louisiana,New Orleans,1,3,http://www.gunviolencearchive.org/incident/352779,4
2015-06-03,New York,Wyandanch,3,1,http://www.gunviolencearchive.org/incident/351936,4
2015-05-31,Ohio,Cleveland,3,1,http://www.gunviolencearchive.org/incident/350163,4
2015-05-31,Maryland,Springdale,1,3,http://www.gunviolencearchive.org/incident/350021,4
2015-05-31,Connecticut,New Haven,0,5,http://www.gunviolencearchive.org/incident/349976,5
2015-05-31,Georgia,Conyers,3,2,http://www.gunviolencearchive.org/incident/350182,5
2015-05-30,California,San Diego,0,4,http://www.gunviolencearchive.org/incident/349289,4
2015-05-28,Nebraska,Omaha,0,4,http://www.gunviolencearchive.org/incident/348606,4
2015-05-28,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/348620,5
2015-05-28,Pennsylvania,Chester,1,3,http://www.gunviolencearchive.org/incident/348673,4
2015-05-26,Louisiana,New Orleans,2,2,http://www.gunviolencearchive.org/incident/346725,4
2015-05-25,Illinois,Decatur,1,4,http://www.gunviolencearchive.org/incident/346097,5
2015-05-24,Massachusetts,Brockton,0,5,http://www.gunviolencearchive.org/incident/345681,5
2015-05-24,Michigan,Flint,0,7,http://www.gunviolencearchive.org/incident/345749,7
2015-05-24,Alabama,Montgomery,1,3,http://www.gunviolencearchive.org/incident/346320,4
2015-05-24,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/346179,4
2015-05-23,California,Fresno,2,2,http://www.gunviolencearchive.org/incident/346202,4
2015-05-20,Maryland,Baltimore,1,3,http://www.gunviolencearchive.org/incident/344302,4
2015-05-18,Missouri,Kinloch,0,4,http://www.gunviolencearchive.org/incident/343106,4
2015-05-18,Florida,Miami,1,4,http://www.gunviolencearchive.org/incident/342589,5
2015-05-17,Texas,Waco,9,18,http://www.gunviolencearchive.org/incident/341622,27
2015-05-16,Wisconsin,Milwaukee,0,5,http://www.gunviolencearchive.org/incident/341465,5
2015-05-16,New York,Rochester,0,4,http://www.gunviolencearchive.org/incident/341162,4
2015-05-16,Maryland,Baltimore,0,5,http://www.gunviolencearchive.org/incident/341232,5
2015-05-12,Maryland,Capitol Heights,1,4,http://www.gunviolencearchive.org/incident/340280,5
2015-05-12,Arizona,Tucson,5,0,http://www.gunviolencearchive.org/incident/339229,5
2015-05-10,Ohio,Cleveland,1,4,http://www.gunviolencearchive.org/incident/337855,5
2015-05-10,New Jersey,Jersey City,0,4,http://www.gunviolencearchive.org/incident/338034,4
2015-05-10,New Jersey,Newark,1,3,http://www.gunviolencearchive.org/incident/337767,4
2015-05-07,Ohio,Cincinnati,0,4,http://www.gunviolencearchive.org/incident/335903,4
2015-05-07,Michigan,Detroit,0,4,http://www.gunviolencearchive.org/incident/336622,4
2015-05-04,New York,Buffalo,1,3,http://www.gunviolencearchive.org/incident/334681,4
2015-05-03,Indiana,South Bend,0,4,http://www.gunviolencearchive.org/incident/334033,4
2015-05-03,Texas,Houston,0,6,http://www.gunviolencearchive.org/incident/333584,6
2015-05-03,New York,Bronx,0,4,http://www.gunviolencearchive.org/incident/334047,4
2015-05-03,Ohio,Dayton,1,6,http://www.gunviolencearchive.org/incident/333576,7
2015-05-03,Wisconsin,Menasha,4,1,http://www.gunviolencearchive.org/incident/333750,5
2015-05-01,Wisconsin,Milwaukee,2,3,http://www.gunviolencearchive.org/incident/332732,5
2015-04-27,New York,Brooklyn,2,4,http://www.gunviolencearchive.org/incident/330611,6
2015-04-27,Arizona,Gila Bend,2,2,http://www.gunviolencearchive.org/incident/330750,4
2015-04-25,New Jersey,Trenton,0,4,http://www.gunviolencearchive.org/incident/329463,4
2015-04-25,New York,Gates,1,6,http://www.gunviolencearchive.org/incident/329322,7
2015-04-21,Texas,Killeen,2,3,http://www.gunviolencearchive.org/incident/326792,5
2015-04-19,Virginia,Richmond,0,4,http://www.gunviolencearchive.org/incident/325862,4
2015-04-18,Alabama,Montgomery,0,5,http://www.gunviolencearchive.org/incident/327341,5
2015-04-18,Pennsylvania,Williamsport,0,5,http://www.gunviolencearchive.org/incident/325445,5
2015-04-18,North Carolina,Lumberton,1,3,http://www.gunviolencearchive.org/incident/325166,4
2015-04-18,North Carolina,Charlotte,0,4,http://www.gunviolencearchive.org/incident/325207,4
2015-04-18,New Jersey,Paterson,1,3,http://www.gunviolencearchive.org/incident/325618,4
2015-04-16,Arizona,Phoenix,5,0,http://www.gunviolencearchive.org/incident/324424,5
2015-04-07,Georgia,Rome,1,3,http://www.gunviolencearchive.org/incident/319808,4
2015-04-05,Pennsylvania,Pittsburgh,1,3,http://www.gunviolencearchive.org/incident/318125,4
2015-04-05,Kentucky,Louisville,1,4,http://www.gunviolencearchive.org/incident/318221,5
2015-04-05,Indiana,Indianapolis,0,5,http://www.gunviolencearchive.org/incident/318297,5
2015-04-05,Michigan,Benton Harbor,0,4,http://www.gunviolencearchive.org/incident/318531,4
2015-04-03,Florida,Daytona Beach,0,4,http://www.gunviolencearchive.org/incident/317165,4
2015-04-02,Maryland,Baltimore,0,5,http://www.gunviolencearchive.org/incident/316795,5
2015-03-27,Florida,Panama City Beach,0,7,http://www.gunviolencearchive.org/incident/314044,7
2015-03-26,Texas,Amarillo,0,4,http://www.gunviolencearchive.org/incident/313304,4
2015-03-24,Indiana,Indianapolis,4,0,http://www.gunviolencearchive.org/incident/312119,4
2015-03-23,Tennessee,Clarksville,1,4,http://www.gunviolencearchive.org/incident/311922,5
2015-03-22,New Mexico,Albuquerque,1,6,http://www.gunviolencearchive.org/incident/311348,7
2015-03-21,Florida,Tampa,0,4,http://www.gunviolencearchive.org/incident/310573,4
2015-03-20,Oklahoma,Oklahoma City,0,4,http://www.gunviolencearchive.org/incident/310356,4
2015-03-20,Texas,Lancaster,1,5,http://www.gunviolencearchive.org/incident/468151,6
2015-03-18,New Jersey,Newark,1,3,http://www.gunviolencearchive.org/incident/308839,4
2015-03-18,Arizona,Mesa,1,5,http://www.gunviolencearchive.org/incident/308728,6
2015-03-17,California,Stockton,3,4,http://www.gunviolencearchive.org/incident/308687,7
2015-03-15,California,Compton,0,4,http://www.gunviolencearchive.org/incident/307512,4
2015-03-14,Georgia,Atlanta,0,5,http://www.gunviolencearchive.org/incident/306897,5
2015-03-14,California,Coachella,0,4,http://www.gunviolencearchive.org/incident/308201,4
2015-03-13,Mississippi,Brookhaven,2,3,http://www.gunviolencearchive.org/incident/305907,5
2015-03-10,Georgia,Columbus,0,5,http://www.gunviolencearchive.org/incident/304238,5
2015-03-09,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/303659,4
2015-03-08,South Carolina,Seneca,1,3,http://www.gunviolencearchive.org/incident/302786,4
2015-03-07,Missouri,Saint Louis,0,4,http://www.gunviolencearchive.org/incident/491864,4
2015-03-04,California,San Bernardino,3,4,http://www.gunviolencearchive.org/incident/300860,7
2015-03-01,Florida,Orange County,0,4,http://www.gunviolencearchive.org/incident/300660,4
2015-03-01,Michigan,Detroit,1,5,http://www.gunviolencearchive.org/incident/299344,6
2015-02-28,Maryland,Baltimore,1,3,http://www.gunviolencearchive.org/incident/299190,4
2015-02-26,Missouri,Tyrone,8,1,http://www.gunviolencearchive.org/incident/298122,9
2015-02-25,Texas,Houston,3,1,http://www.gunviolencearchive.org/incident/297681,4
2015-02-23,Florida,Daytona Beach,0,4,http://www.gunviolencearchive.org/incident/588835,4
2015-02-22,Texas,Killeen,4,1,http://www.gunviolencearchive.org/incident/296215,5
2015-02-22,Georgia,Clarkesville,3,2,http://www.gunviolencearchive.org/incident/296121,5
2015-02-22,South Carolina,Charleston,0,4,http://www.gunviolencearchive.org/incident/296327,4
2015-02-20,California,Sacramento,0,4,http://www.gunviolencearchive.org/incident/295871,4
2015-02-17,Arkansas,Little Rock,1,3,http://www.gunviolencearchive.org/incident/295502,4
2015-02-15,California,Long Beach,0,5,http://www.gunviolencearchive.org/incident/293883,5
2015-02-09,Florida,New Port Richey,3,1,http://www.gunviolencearchive.org/incident/290626,4
2015-02-08,Tennessee,Friendship,0,6,http://www.gunviolencearchive.org/incident/290510,6
2015-02-07,Georgia,Douglasville,5,2,http://www.gunviolencearchive.org/incident/289811,7
2015-02-06,Oklahoma,Tulsa,1,4,http://www.gunviolencearchive.org/incident/290098,5
2015-02-05,Ohio,Beachwood (Warrensville Heights),3,3,http://www.gunviolencearchive.org/incident/289146,6
2015-02-01,New York,Syracuse,0,6,http://www.gunviolencearchive.org/incident/287529,6
2015-02-01,New York,New York (Manhattan),1,4,http://www.gunviolencearchive.org/incident/287031,5
2015-01-31,Georgia,Lagrange,4,0,http://www.gunviolencearchive.org/incident/286810,4
2015-01-28,Georgia,Dekalb County,1,3,http://www.gunviolencearchive.org/incident/285549,4
2015-01-26,California,Stockton,1,3,http://www.gunviolencearchive.org/incident/285123,4
2015-01-24,New York,Arverne (Queens),4,1,http://www.gunviolencearchive.org/incident/282956,5
2015-01-24,Nebraska,Omaha,3,5,http://www.gunviolencearchive.org/incident/283041,8
2015-01-23,Massachusetts,Boston,0,6,http://www.gunviolencearchive.org/incident/283115,6
2015-01-20,Tennessee,Clarksville,1,3,http://www.gunviolencearchive.org/incident/281663,4
2015-01-19,Texas,San Antonio,2,5,http://www.gunviolencearchive.org/incident/281039,7
2015-01-13,Illinois,Rockford,2,2,http://www.gunviolencearchive.org/incident/278927,4
2015-01-13,Virginia,Portsmouth,0,5,http://www.gunviolencearchive.org/incident/298773,5
2015-01-11,North Carolina,Hope Mills,2,5,http://www.gunviolencearchive.org/incident/276845,7
2015-01-11,Florida,Lakeland,1,3,http://www.gunviolencearchive.org/incident/277480,4
2015-01-11,California,San Jose,0,5,http://www.gunviolencearchive.org/incident/276766,5
2015-01-10,Kansas,Wichita,2,2,http://www.gunviolencearchive.org/incident/276536,4
2015-01-09,California,San Francisco,4,0,http://www.gunviolencearchive.org/incident/276459,4
2015-01-08,Massachusetts,Boston,1,3,http://www.gunviolencearchive.org/incident/275986,4
2015-01-07,Tennessee,Chattanooga,1,3,http://www.gunviolencearchive.org/incident/275064,4
2015-01-06,Florida,Miami,1,3,http://www.gunviolencearchive.org/incident/274867,4
2015-01-04,Virginia,Roanoke,2,4,http://www.gunviolencearchive.org/incident/273535,6
2015-01-04,Texas,Dallas,3,1,http://www.gunviolencearchive.org/incident/273397,4
2015-01-02,Georgia,Savannah,1,4,http://www.gunviolencearchive.org/incident/273965,5
2015-01-01,Tennessee,Memphis,0,5,http://www.gunviolencearchive.org/incident/272016,5
2016-12-31,Georgia,Lenox (El Dorado),2,2,http://www.gunviolencearchive.org/incident/740447,4
2016-12-31,Texas,Houston,1,3,http://www.gunviolencearchive.org/incident/738749,4
2016-12-30,Ohio,Mansfield,0,5,http://www.gunviolencearchive.org/incident/738041,5
2016-12-30,Connecticut,Wallingford,2,2,http://www.gunviolencearchive.org/incident/738576,4
2016-12-28,Georgia,Columbus,1,4,http://www.gunviolencearchive.org/incident/736690,5
2016-12-25,Alabama,Ozark,0,4,http://www.gunviolencearchive.org/incident/735947,4
2016-12-25,Illinois,Chicago,3,4,http://www.gunviolencearchive.org/incident/734157,7
2016-12-25,New York,Mount Vernon,1,5,http://www.gunviolencearchive.org/incident/733599,6
2016-12-24,North Carolina,Madison,0,7,http://www.gunviolencearchive.org/incident/732927,7
2016-12-24,North Carolina,Wilson,4,0,http://www.gunviolencearchive.org/incident/733176,4
2016-12-23,Alabama,Birmingham,1,3,http://www.gunviolencearchive.org/incident/732263,4
2016-12-23,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/732574,4
2016-12-17,North Carolina,Charlotte,0,4,http://www.gunviolencearchive.org/incident/728286,4
2016-12-17,Illinois,Chicago (Roseland),5,0,http://www.gunviolencearchive.org/incident/727759,5
2016-12-16,Illinois,Chicago,2,2,http://www.gunviolencearchive.org/incident/727544,4
2016-12-16,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/727555,4
2016-12-12,California,Sacramento,1,3,http://www.gunviolencearchive.org/incident/724667,4
2016-12-11,New York,Brooklyn,0,4,http://www.gunviolencearchive.org/incident/723649,4
2016-12-11,Florida,Orlando (Pine Hills),1,4,http://www.gunviolencearchive.org/incident/723643,5
2016-12-11,Maryland,Baltimore,0,5,http://www.gunviolencearchive.org/incident/723292,5
2016-12-11,North Carolina,Rocky Mount,0,4,http://www.gunviolencearchive.org/incident/725338,4
2016-12-09,Texas,Channelview,4,0,http://www.gunviolencearchive.org/incident/725323,4
2016-12-09,California,Fresno,0,4,http://www.gunviolencearchive.org/incident/722452,4
2016-12-05,New Mexico,Albuquerque,4,1,http://www.gunviolencearchive.org/incident/719128,5
2016-12-03,California,Los Angeles,0,6,http://www.gunviolencearchive.org/incident/717873,6
2016-12-02,New Jersey,Bloomfield,0,6,http://www.gunviolencearchive.org/incident/717616,6
2016-12-01,California,Clearlake Oaks,1,3,http://www.gunviolencearchive.org/incident/716001,4
2016-11-30,Maryland,Baltimore,2,4,http://www.gunviolencearchive.org/incident/715101,6
2016-11-28,Texas,Mission (Palmview),1,3,http://www.gunviolencearchive.org/incident/712796,4
2016-11-28,California,Wilmington,0,4,http://www.gunviolencearchive.org/incident/712776,4
2016-11-28,California,San Pedro,0,4,http://www.gunviolencearchive.org/incident/713445,4
2016-11-27,Louisiana,New Orleans,1,9,http://www.gunviolencearchive.org/incident/711597,10
2016-11-27,Missouri,Kansas City,0,7,http://www.gunviolencearchive.org/incident/711744,7
2016-11-26,Illinois,Chicago,1,5,http://www.gunviolencearchive.org/incident/710732,6
2016-11-25,Louisiana,New Orleans,0,4,http://www.gunviolencearchive.org/incident/710467,4
2016-11-24,Kentucky,Louisville,2,4,http://www.gunviolencearchive.org/incident/709370,6
2016-11-24,New York,Albany,1,3,http://www.gunviolencearchive.org/incident/709276,4
2016-11-23,Mississippi,Olive Branch,0,4,http://www.gunviolencearchive.org/incident/708777,4
2016-11-22,Florida,Clewiston,1,4,http://www.gunviolencearchive.org/incident/708392,5
2016-11-18,Illinois,Chicago,0,4,http://www.gunviolencearchive.org/incident/704568,4
2016-11-17,Tennessee,Dyersburg,1,7,http://www.gunviolencearchive.org/incident/703245,8
2016-11-13,Florida,Jacksonville,3,2,http://www.gunviolencearchive.org/incident/699605,5
2016-11-13,Texas,San Antonio,0,4,http://www.gunviolencearchive.org/incident/699332,4
2016-11-13,California,San Diego,3,2,http://www.gunviolencearchive.org/incident/700232,5
2016-11-13,Florida,Orlando,0,4,http://www.gunviolencearchive.org/incident/699316,4
2016-11-12,California,Sacramento,1,5,http://www.gunviolencearchive.org/incident/699033,6
2016-11-12,Missouri,Kansas City,1,3,http://www.gunviolencearchive.org/incident/700363,4
2016-11-12,Connecticut,Bridgeport,0,5,http://www.gunviolencearchive.org/incident/699303,5
2016-11-11,Texas,Houston,0,4,http://www.gunviolencearchive.org/incident/699863,4
2016-11-10,Texas,Houston,1,3,http://www.gunviolencearchive.org/incident/698383,4
2016-11-09,Washington,Seattle,0,5,http://www.gunviolencearchive.org/incident/696917,5
2016-11-09,Illinois,Chicago,1,3,http://www.gunviolencearchive.org/incident/697377,4
2016-11-09,Tennessee,Memphis,0,4,http://www.gunviolencearchive.org/incident/696352,4
2016-11-05,Florida,Fort Lauderdale (Lauderhill),1,3,http://www.gunviolencearchive.org/incident/693624,4
2016-11-05,Texas,San Antonio,0,4,http://www.gunviolencearchive.org/incident/693438,4
2016-11-05,South Carolina,Myrtle Beach,0,5,http://www.gunviolencearchive.org/incident/693401,5
2016-11-05,California,Oakland,0,8,http://www.gunviolencearchive.org/incident/693374,8
2016-11-05,Illinois,Chicago,0,5,http://www.gunviolencearchive.org/incident/693290,5
2016-11-04,Pennsylvania,Philadelphia,0,4,http://www.gunviolencearchive.org/incident/693307,4
2016-11-03,Illinois,Chicago,2,2,http://www.gunviolencearchive.org/incident/692020,4
2016-11-03,New Jersey,Orange,2,2,http://www.gunviolencearchive.org/incident/692315,4
2016-11-02,Arkansas,Little Rock,1,4,http://www.gunviolencearchive.org/incident/692025,5
2016-11-01,Tennessee,Memphis,1,5,http://www.gunviolencearchive.org/incident/691113,6
2016-10-31,Louisiana,Shreveport,0,4,http://www.gunviolencearchive.org/incident/689518,4
2016-10-30,Ohio,Toledo,0,4,http://www.gunviolencearchive.org/incident/688979,4
2016-10-30,New York,New York (Manhattan),0,4,http://www.gunviolencearchive.org/incident/688841,4
2016-10-30,New York,Newburgh,2,5,http://www.gunviolencearchive.org/incident/688577,7
2016-10-30,Maryland,Capitol Heights,3,3,http://www.gunviolencearchive.org/incident/689020,6
2016-10-30,Texas,San Antonio,0,5,http://www.gunviolencearchive.org/incident/688592,5
2016-10-29,Ohio,Dayton,1,3,http://www.gunviolencearchive.org/incident/687940,4
